Date:;2020-07-06 15:44:36
Firmware Version:;0x0120;0x6150;0x0000;0x0000
EPOS Studio Version:;3.6.1.0
Index:;0x30D3;0x30D2;0x0000;0x0000
Subindex:;0x01;0x01;0x00;0x00
Max. samples:;500
Recorded samples:;500
Sampling period:;37.600
Scale:;0;True;5.000;20.000;-40.000;0.000
Scale:;1;True;2.000;11.600;-19.600;-3.600
Trigger:;1;0.000000;"Parameter values";"Channel 1";"Rising above value"
TriggerAttributes:;1;4;0x30D3;0x01;0.000000
;Velocity actual value averaged;Torque actual value averaged
ms;rpm;%
0.000;-16;-8.5
37.600;-19;-8.3
75.200;-19;-7.8
112.800;-15;-9.2
150.400;-11;-9.8
188.000;-20;-8.4
225.600;-16;-9.1
263.200;-16;-8.8
300.800;-19;-8.4
338.400;-17;-8.8
376.000;-16;-9.2
413.600;-14;-9.6
451.200;-15;-10.0
488.800;-18;-9.2
526.400;-13;-10.9
564.000;-6;-12.5
601.600;-19;-10.2
639.200;-20;-10.6
676.800;-18;-10.4
714.400;-24;-8.3
752.000;-13;-11.3
789.600;-12;-11.3
827.200;-17;-10.8
864.800;-19;-10.5
902.400;-22;-9.0
940.000;-17;-10.0
977.600;-11;-11.8
1015.200;-15;-11.1
1052.800;-20;-10.3
1090.400;-21;-9.5
1128.000;-12;-11.6
1165.600;-14;-11.7
1203.200;-17;-11.2
1240.800;-18;-11.1
1278.400;-21;-9.8
1316.000;-14;-11.7
1353.600;-15;-11.2
1391.200;-19;-10.6
1428.800;-11;-12.6
1466.400;-9;-13.3
1504.000;-28;-9.6
1541.600;-16;-12.0
1579.200;-7;-13.5
1616.800;-13;-12.7
1654.400;-29;-9.3
1692.000;-14;-13.1
1729.600;-6;-14.8
1767.200;-6;-15.7
1804.800;-25;-12.9
1842.400;-27;-11.0
1880.000;-18;-12.5
1917.600;-10;-13.6
1955.200;-17;-12.4
1992.800;-26;-10.5
2030.400;-23;-10.0
2068.000;-21;-10.2
2105.600;-7;-12.7
2143.200;-7;-13.5
2180.800;-28;-9.6
2218.400;-28;-8.8
2256.000;-11;-11.3
2293.600;-9;-12.1
2331.200;-24;-9.4
2368.800;-22;-9.5
2406.400;-14;-9.8
2444.000;-22;-8.3
2481.600;-21;-8.4
2519.200;-15;-8.9
2556.800;-20;-7.9
2594.400;-18;-8.6
2632.000;-11;-10.0
2669.600;-10;-10.7
2707.200;-24;-7.7
2744.800;-23;-8.0
2782.400;-19;-7.9
2820.000;-16;-8.8
2857.600;-18;-7.9
2895.200;-18;-8.1
2932.800;-19;-7.8
2970.400;-11;-9.3
3008.000;-19;-7.9
3045.600;-21;-7.7
3083.200;-13;-9.1
3120.800;-18;-7.3
3158.400;-22;-7.1
3196.000;-19;-7.1
3233.600;-17;-7.2
3271.200;-14;-8.0
3308.800;-14;-8.2
3346.400;-21;-6.6
3384.000;-17;-7.7
3421.600;-14;-8.3
3459.200;-17;-7.7
3496.800;-21;-7.1
3534.400;-15;-8.1
3572.000;-17;-7.9
3609.600;-16;-8.0
3647.200;-17;-8.2
3684.800;-15;-8.4
3722.400;-17;-8.2
3760.000;-15;-8.7
3797.600;-16;-8.6
3835.200;-11;-10.0
3872.800;-18;-8.6
3910.400;-20;-8.3
3948.000;-21;-7.3
3985.600;-15;-9.0
4023.200;-15;-9.0
4060.800;-18;-8.5
4098.400;-13;-9.9
4136.000;-16;-9.1
4173.600;-15;-10.1
4211.200;-19;-8.9
4248.800;-17;-9.8
4286.400;-19;-9.2
4324.000;-17;-9.3
4361.600;-13;-10.5
4399.200;-16;-9.8
4436.800;-18;-9.8
4474.400;-10;-11.5
4512.000;-17;-10.4
4549.600;-22;-9.8
4587.200;-17;-9.2
4624.800;-10;-12.2
4662.400;-13;-11.9
4700.000;-22;-10.6
4737.600;-13;-12.0
4775.200;-21;-10.1
4812.800;-11;-12.7
4850.400;-14;-12.3
4888.000;-24;-10.2
4925.600;-21;-10.6
4963.200;-16;-11.0
5000.800;-19;-10.0
5038.400;-15;-11.3
5076.000;-18;-10.7
5113.600;-16;-10.8
5151.200;-23;-9.2
5188.800;-18;-10.1
5226.400;-12;-11.7
5264.000;-13;-11.8
5301.600;-21;-10.9
5339.200;-8;-13.4
5376.800;-9;-13.8
5414.400;-28;-9.9
5452.000;-24;-10.0
5489.600;-18;-10.6
5527.200;-22;-9.5
5564.800;-10;-11.9
5602.400;-14;-11.3
5640.000;-23;-9.6
5677.600;-21;-9.9
5715.200;-15;-10.4
5752.800;-26;-7.9
5790.400;-12;-10.7
5828.000;-11;-11.1
5865.600;-29;-7.2
5903.200;-12;-11.0
5940.800;-12;-10.8
5978.400;-26;-8.2
6016.000;-17;-10.1
6053.600;-8;-11.6
6091.200;-23;-8.3
6128.800;-22;-8.9
6166.400;-20;-8.5
6204.000;-18;-8.5
6241.600;-19;-8.2
6279.200;-16;-8.6
6316.800;-18;-8.1
6354.400;-21;-7.4
6392.000;-13;-9.1
6429.600;-15;-9.0
6467.200;-23;-7.4
6504.800;-19;-7.9
6542.400;-18;-7.6
6580.000;-17;-8.2
6617.600;-13;-8.6
6655.200;-19;-7.5
6692.800;-19;-7.9
6730.400;-14;-8.3
6768.000;-21;-6.9
6805.600;-20;-7.1
6843.200;-19;-6.8
6880.800;-13;-8.2
6918.400;-15;-7.8
6956.000;-15;-8.4
6993.600;-23;-6.5
7031.200;-15;-8.6
7068.800;-7;-10.2
7106.400;-23;-7.6
7144.000;-14;-9.3
7181.600;-15;-9.0
7219.200;-20;-8.1
7256.800;-19;-8.1
7294.400;-17;-8.3
7332.000;-14;-9.1
7369.600;-19;-8.2
7407.200;-18;-8.6
7444.800;-18;-8.6
7482.400;-12;-10.0
7520.000;-17;-9.0
7557.600;-22;-8.0
7595.200;-15;-9.3
7632.800;-14;-9.6
7670.400;-15;-9.5
7708.000;-16;-9.8
7745.600;-13;-10.5
7783.200;-20;-9.0
7820.800;-16;-10.1
7858.400;-15;-10.3
7896.000;-20;-9.0
7933.600;-14;-10.9
7971.200;-7;-12.2
8008.800;-12;-12.2
8046.400;-21;-10.8
8084.000;-23;-10.4
8121.600;-10;-12.8
8159.200;-14;-12.3
8196.800;-25;-10.4
8234.400;-16;-11.7
8272.000;-10;-13.1
8309.600;-3;-15.5
8347.200;-2;-17.3
8384.800;-10;-16.3
8422.400;-38;-11.1
8460.000;-25;-12.1
8497.600;-15;-12.9
8535.200;-17;-12.7
8572.800;-16;-12.9
8610.400;-23;-11.4
8648.000;-9;-14.3
8685.600;-7;-15.6
8723.200;-24;-12.2
8760.800;-23;-12.7
8798.400;-14;-13.7
8836.000;-24;-11.8
8873.600;-12;-13.9
8911.200;-16;-13.2
8948.800;-27;-10.1
8986.400;-17;-12.7
9024.000;-11;-13.8
9061.600;-22;-11.7
9099.200;-22;-11.2
9136.800;-21;-10.6
9174.400;-20;-10.3
9212.000;-17;-10.8
9249.600;-17;-10.5
9287.200;-18;-10.6
9324.800;-19;-9.6
9362.400;-20;-9.7
9400.000;-13;-10.7
9437.600;-17;-10.0
9475.200;-15;-10.3
9512.800;-22;-9.0
9550.400;-13;-10.8
9588.000;-7;-12.8
9625.600;-14;-11.5
9663.200;-27;-9.7
9700.800;-15;-11.5
9738.400;-21;-9.3
9776.000;-17;-10.7
9813.600;-7;-12.9
9851.200;-27;-7.4
9888.800;-24;-9.3
9926.400;-22;-9.1
9964.000;-19;-8.9
10001.600;-16;-9.3
10039.200;-20;-8.9
10076.800;-14;-9.5
10114.400;-20;-8.3
10152.000;-20;-8.1
10189.600;-22;-7.4
10227.200;-14;-8.8
10264.800;-16;-8.1
10302.400;-20;-7.8
10340.000;-15;-8.6
10377.600;-16;-8.5
10415.200;-18;-8.3
10452.800;-19;-8.1
10490.400;-18;-7.9
10528.000;-14;-9.2
10565.600;-19;-7.6
10603.200;-20;-7.9
10640.800;-17;-8.4
10678.400;-19;-7.9
10716.000;-15;-9.0
10753.600;-18;-8.0
10791.200;-15;-8.9
10828.800;-15;-8.7
10866.400;-20;-7.9
10904.000;-13;-9.6
10941.600;-18;-8.4
10979.200;-21;-7.6
11016.800;-14;-9.3
11054.400;-16;-9.0
11092.000;-18;-8.6
11129.600;-20;-8.0
11167.200;-12;-10.1
11204.800;-10;-10.5
11242.400;-18;-9.6
11280.000;-16;-10.2
11317.600;-18;-9.8
11355.200;-15;-10.5
11392.800;-14;-10.4
11430.400;-19;-10.0
11468.000;-15;-10.7
11505.600;-17;-10.6
11543.200;-16;-10.5
11580.800;-17;-10.4
11618.400;-12;-11.6
11656.000;-17;-11.3
11693.600;-14;-11.7
11731.200;-19;-10.4
11768.800;-18;-10.8
11806.400;-11;-12.5
11844.000;-5;-14.3
11881.600;-20;-11.2
11919.200;-23;-11.5
11956.800;-18;-11.5
11994.400;-23;-10.1
12032.000;-15;-11.3
12069.600;-16;-10.9
12107.200;-17;-11.0
12144.800;-16;-11.0
12182.400;-20;-10.3
12220.000;-18;-10.6
12257.600;-18;-10.1
12295.200;-19;-9.9
12332.800;-19;-10.0
12370.400;-18;-9.9
12408.000;-18;-9.0
12445.600;-19;-9.7
12483.200;-13;-10.8
12520.800;-5;-12.8
12558.400;-14;-11.6
12596.000;-27;-9.0
12633.600;-16;-11.1
12671.200;-11;-11.7
12708.800;-26;-8.4
12746.400;-24;-8.7
12784.000;-19;-8.5
12821.600;-18;-8.7
12859.200;-14;-9.4
12896.800;-21;-7.6
12934.400;-18;-8.3
12972.000;-14;-9.2
13009.600;-16;-9.0
13047.200;-17;-8.6
13084.800;-19;-8.3
13122.400;-15;-9.0
13160.000;-21;-8.3
13197.600;-11;-9.9
13235.200;-9;-11.2
13272.800;-8;-12.1
13310.400;-33;-5.9
13348.000;-21;-9.0
13385.600;-23;-7.7
13423.200;-18;-7.9
13460.800;-19;-7.7
13498.400;-15;-8.4
13536.000;-14;-9.0
13573.600;-16;-8.6
13611.200;-17;-8.6
13648.800;-18;-8.2
13686.400;-17;-8.6
13724.000;-11;-9.6
13761.600;-17;-8.6
13799.200;-17;-8.6
13836.800;-19;-8.3
13874.400;-18;-8.3
13912.000;-21;-7.2
13949.600;-16;-8.3
13987.200;-14;-9.0
14024.800;-18;-8.6
14062.400;-20;-8.0
14100.000;-18;-8.0
14137.600;-17;-7.7
14175.200;-14;-9.0
14212.800;-21;-7.0
14250.400;-18;-7.6
14288.000;-15;-7.9
14325.600;-16;-8.2
14363.200;-16;-8.2
14400.800;-19;-7.6
14438.400;-16;-8.1
14476.000;-14;-8.6
14513.600;-17;-8.3
14551.200;-15;-8.6
14588.800;-18;-8.3
14626.400;-19;-8.5
14664.000;-11;-10.0
14701.600;-15;-9.4
14739.200;-20;-8.3
14776.800;-19;-8.5
14814.400;-13;-10.3
14852.000;-11;-10.7
14889.600;-21;-9.0
14927.200;-17;-10.1
14964.800;-10;-11.6
15002.400;-13;-11.9
15040.000;-24;-9.0
15077.600;-21;-10.0
15115.200;-19;-9.4
15152.800;-16;-10.1
15190.400;-16;-10.4
15228.000;-13;-11.1
15265.600;-17;-10.3
15303.200;-18;-10.4
15340.800;-15;-10.8
15378.400;-19;-10.3
15416.000;-19;-9.8
15453.600;-11;-11.7
15491.200;-11;-11.9
15528.800;-17;-11.0
15566.400;-16;-11.8
15604.000;-7;-13.6
15641.600;-10;-13.6
15679.200;-32;-9.1
15716.800;-19;-11.5
15754.400;-14;-11.8
15792.000;-17;-11.0
15829.600;-23;-9.9
15867.200;-22;-9.4
15904.800;-19;-9.6
15942.400;-18;-9.5
15980.000;-17;-9.6
16017.600;-18;-9.3
16055.200;-13;-10.4
16092.800;-21;-8.5
16130.400;-16;-10.3
16168.000;-6;-12.2
16205.600;-6;-13.3
16243.200;-25;-9.7
