Date:;2020-07-06 15:45:17
Firmware Version:;0x0120;0x6150;0x0000;0x0000
EPOS Studio Version:;3.6.1.0
Index:;0x30D3;0x30D2;0x0000;0x0000
Subindex:;0x01;0x01;0x00;0x00
Max. samples:;500
Recorded samples:;500
Sampling period:;37.600
Scale:;0;True;5.000;-16.500;-3.500;36.500
Scale:;1;True;1.000;-19.800;15.800;23.800
Trigger:;1;0.000000;"Parameter values";"Channel 1";"Rising above value"
TriggerAttributes:;1;4;0x30D3;0x01;0.000000
;Velocity actual value averaged;Torque actual value averaged
ms;rpm;%
0.000;24;18.5
37.600;23;18.3
75.200;21;18.0
112.800;9;20.5
150.400;4;22.3
188.000;29;17.3
225.600;25;18.3
263.200;15;19.0
300.800;26;16.3
338.400;16;17.9
376.000;16;18.3
413.600;9;19.7
451.200;16;18.0
488.800;18;18.6
526.400;20;17.3
564.000;21;17.2
601.600;22;16.5
639.200;18;16.6
676.800;15;17.3
714.400;17;16.9
752.000;15;17.6
789.600;14;17.9
827.200;17;17.5
864.800;11;19.0
902.400;8;20.3
940.000;20;18.2
977.600;24;17.1
1015.200;15;18.8
1052.800;18;17.8
1090.400;20;17.6
1128.000;19;17.1
1165.600;15;18.6
1203.200;10;19.7
1240.800;22;17.1
1278.400;22;16.9
1316.000;20;17.0
1353.600;15;17.5
1391.200;16;17.6
1428.800;17;17.6
1466.400;16;17.7
1504.000;15;18.1
1541.600;14;18.6
1579.200;17;18.1
1616.800;17;18.6
1654.400;15;18.8
1692.000;15;19.0
1729.600;17;19.0
1767.200;15;19.2
1804.800;16;19.4
1842.400;16;19.3
1880.000;14;20.1
1917.600;18;19.4
1955.200;11;21.3
1992.800;15;20.5
2030.400;11;22.5
2068.000;18;21.1
2105.600;24;19.5
2143.200;28;17.8
2180.800;14;20.3
2218.400;18;19.4
2256.000;18;19.3
2293.600;14;20.6
2331.200;18;19.5
2368.800;20;19.3
2406.400;18;19.3
2444.000;17;19.3
2481.600;15;19.7
2519.200;18;19.3
2556.800;15;19.9
2594.400;16;19.8
2632.000;16;20.0
2669.600;20;19.1
2707.200;17;19.8
2744.800;20;19.4
2782.400;12;20.7
2820.000;16;20.3
2857.600;13;21.0
2895.200;23;18.9
2932.800;20;19.3
2970.400;19;19.3
3008.000;18;19.0
3045.600;18;19.0
3083.200;15;19.7
3120.800;16;19.4
3158.400;17;19.5
3196.000;18;19.0
3233.600;22;18.0
3271.200;18;18.7
3308.800;15;19.3
3346.400;11;20.3
3384.000;24;17.3
3421.600;14;20.0
3459.200;12;20.8
3496.800;21;18.3
3534.400;18;19.7
