Date:;2020-07-06 15:46:08
Firmware Version:;0x0120;0x6150;0x0000;0x0000
EPOS Studio Version:;3.6.1.0
Index:;0x30D3;0x30D2;0x0000;0x0000
Subindex:;0x01;0x01;0x00;0x00
Max. samples:;500
Recorded samples:;500
Sampling period:;49.200
Scale:;0;True;5.000;17.500;-37.500;2.500
Scale:;1;True;2.000;11.050;-19.050;-3.050
Trigger:;1;0.000000;"Parameter values";"Channel 1";"Rising above value"
TriggerAttributes:;1;4;0x30D3;0x01;0.000000
;Velocity actual value averaged;Torque actual value averaged
ms;rpm;%
0.000;-12;-10.7
49.200;-6;-12.5
98.400;-2;-14.5
147.600;-4;-15.6
196.800;-25;-11.5
246.000;-25;-10.6
295.200;-17;-10.4
344.400;-8;-12.0
393.600;-18;-10.1
442.800;-17;-10.0
492.000;-17;-9.4
541.200;-7;-11.2
590.400;-8;-11.9
639.600;-18;-10.3
688.800;-21;-8.5
738.000;-11;-10.0
787.200;-8;-10.9
836.400;-15;-9.5
885.600;-23;-7.8
934.800;-8;-10.2
984.000;-7;-11.0
1033.200;-23;-7.7
1082.400;-10;-9.7
1131.600;-14;-8.8
1180.800;-16;-8.5
1230.000;-11;-9.2
1279.200;-17;-7.6
1328.400;-15;-8.1
1377.600;-12;-8.3
1426.800;-16;-7.4
1476.000;-11;-8.6
1525.200;-10;-9.0
1574.400;-14;-8.2
1623.600;-14;-8.0
1672.800;-16;-7.5
1722.000;-7;-9.3
1771.200;-15;-8.1
1820.400;-16;-7.9
1869.600;-15;-7.9
1918.800;-15;-7.2
1968.000;-16;-6.7
2017.200;-7;-8.5
2066.400;-13;-7.6
2115.600;-12;-8.3
2164.800;-14;-7.8
2214.000;-14;-7.6
2263.200;-12;-7.8
2312.400;-15;-7.3
2361.600;-13;-7.7
2410.800;-14;-7.5
2460.000;-11;-8.0
2509.200;-14;-7.4
2558.400;-15;-7.2
2607.600;-10;-8.3
2656.800;-6;-9.4
2706.000;-17;-7.6
2755.200;-13;-8.0
2804.400;-9;-9.0
2853.600;-14;-8.1
2902.800;-14;-8.4
2952.000;-12;-8.3
3001.200;-13;-8.3
3050.400;-12;-8.5
3099.600;-11;-8.9
3148.800;-10;-9.5
3198.000;-12;-9.3
3247.200;-11;-9.7
3296.400;-12;-9.8
3345.600;-15;-9.0
3394.800;-9;-10.2
3444.000;-13;-10.0
3493.200;-13;-10.2
3542.400;-13;-9.9
3591.600;-9;-11.3
3640.800;-9;-11.6
3690.000;-15;-11.0
3739.200;-13;-10.7
3788.400;-19;-9.3
3837.600;-9;-11.3
3886.800;-9;-11.5
3936.000;-17;-10.0
3985.200;-13;-10.9
4034.400;-10;-11.4
4083.600;-15;-10.7
4132.800;-13;-10.6
4182.000;-12;-11.1
4231.200;-8;-12.1
4280.400;-17;-10.5
4329.600;-19;-9.4
4378.800;-9;-11.5
4428.000;-9;-12.0
4477.200;-14;-11.5
4526.400;-16;-10.3
4575.600;-17;-10.2
4624.800;-8;-11.9
4674.000;-8;-12.4
4723.200;-18;-10.8
4772.400;-17;-10.6
4821.600;-5;-12.9
4870.800;-2;-14.8
4920.000;-2;-16.6
4969.200;-29;-11.3
5018.400;-17;-12.5
5067.600;-23;-10.0
5116.800;-16;-10.4
5166.000;-14;-10.5
5215.200;-16;-9.5
5264.400;-15;-9.5
5313.600;-13;-9.6
5362.800;-10;-10.3
5412.000;-19;-7.9
5461.200;-15;-8.7
5510.400;-12;-8.9
5559.600;-4;-10.9
5608.800;-5;-11.8
5658.000;-27;-7.5
5707.200;-12;-9.6
5756.400;-8;-10.2
5805.600;-19;-8.0
5854.800;-16;-7.8
5904.000;-12;-8.3
5953.200;-8;-9.4
6002.400;-5;-10.8
6051.600;-21;-7.9
6100.800;-17;-7.8
6150.000;-10;-8.8
6199.200;-17;-7.4
6248.400;-15;-7.9
6297.600;-12;-8.1
6346.800;-14;-7.9
6396.000;-15;-7.5
6445.200;-15;-7.4
6494.400;-7;-9.1
6543.600;-15;-7.7
6592.800;-14;-7.8
6642.000;-13;-7.2
6691.200;-15;-6.9
6740.400;-13;-7.2
6789.600;-14;-6.7
6838.800;-12;-7.3
6888.000;-15;-6.7
6937.200;-7;-8.6
6986.400;-8;-9.1
7035.600;-18;-7.3
7084.800;-17;-6.9
7134.000;-13;-6.9
7183.200;-13;-6.9
7232.400;-9;-8.2
7281.600;-13;-7.8
7330.800;-12;-7.7
7380.000;-13;-7.7
7429.200;-12;-7.9
7478.400;-10;-8.9
7527.600;-9;-9.1
7576.800;-15;-8.6
7626.000;-8;-10.0
7675.200;-19;-8.0
7724.400;-12;-8.6
7773.600;-14;-8.3
7822.800;-14;-8.3
7872.000;-14;-8.0
7921.200;-9;-9.3
7970.400;-13;-8.7
8019.600;-11;-9.5
8068.800;-13;-9.4
8118.000;-15;-9.0
8167.200;-10;-10.1
8216.400;-16;-9.1
8265.600;-10;-10.3
8314.800;-13;-9.7
8364.000;-18;-8.3
8413.200;-7;-11.0
8462.400;-4;-12.7
8511.600;-20;-9.8
8560.800;-13;-10.7
8610.000;-6;-12.0
8659.200;-13;-11.1
8708.400;-14;-10.7
8757.600;-12;-10.8
8806.800;-13;-10.8
8856.000;-15;-10.2
8905.200;-15;-9.8
8954.400;-11;-10.7
9003.600;-8;-11.6
9052.800;-18;-9.9
9102.000;-14;-10.0
9151.200;-14;-9.8
9200.400;-7;-11.9
9249.600;-6;-12.9
9298.800;-23;-9.3
9348.000;-11;-11.2
9397.200;-6;-12.5
9446.400;-15;-11.2
9495.600;-23;-8.4
9544.800;-15;-10.4
9594.000;-7;-11.7
9643.200;-10;-12.0
9692.400;-12;-11.1
9741.600;-24;-9.2
9790.800;-12;-10.8
9840.000;-17;-9.3
9889.200;-12;-10.3
9938.400;-15;-9.5
9987.600;-14;-9.5
10036.800;-17;-8.7
10086.000;-13;-9.0
10135.200;-12;-9.2
10184.400;-19;-7.5
10233.600;-9;-9.4
10282.800;-10;-9.6
10332.000;-12;-9.2
10381.200;-15;-8.6
10430.400;-16;-8.3
10479.600;-7;-9.5
10528.800;-17;-7.7
10578.000;-16;-7.8
10627.200;-13;-8.1
10676.400;-7;-9.8
10725.600;-4;-11.3
10774.800;-21;-8.6
10824.000;-15;-8.7
10873.200;-13;-8.3
10922.400;-14;-8.1
10971.600;-18;-7.0
11020.800;-10;-8.7
11070.000;-12;-8.4
11119.200;-15;-7.9
11168.400;-16;-7.6
11217.600;-10;-8.3
11266.800;-17;-7.0
11316.000;-14;-7.7
11365.200;-5;-10.0
11414.400;-4;-11.2
11463.600;-26;-6.9
11512.800;-18;-7.9
11562.000;-14;-7.8
11611.200;-11;-8.2
11660.400;-10;-9.0
11709.600;-11;-9.0
11758.800;-12;-9.0
11808.000;-9;-9.6
11857.200;-12;-9.7
11906.400;-13;-9.7
11955.600;-18;-8.2
12004.800;-10;-10.1
12054.000;-13;-9.8
12103.200;-15;-9.7
12152.400;-18;-8.3
12201.600;-15;-8.4
12250.800;-11;-9.0
12300.000;-14;-8.4
12349.200;-16;-8.3
12398.400;-8;-9.3
12447.600;-13;-8.8
12496.800;-12;-9.4
12546.000;-15;-9.0
12595.200;-13;-9.0
12644.400;-15;-8.6
12693.600;-10;-9.9
12742.800;-6;-10.8
12792.000;-17;-8.9
12841.200;-13;-9.7
12890.400;-13;-9.4
12939.600;-10;-10.4
12988.800;-17;-8.9
13038.000;-9;-10.6
13087.200;-12;-10.4
13136.400;-9;-11.6
13185.600;-2;-13.8
13234.800;-19;-10.1
13284.000;-25;-9.4
13333.200;-15;-10.7
13382.400;-6;-12.4
13431.600;-15;-11.1
13480.800;-17;-10.0
13530.000;-15;-10.3
13579.200;-6;-12.3
13628.400;-5;-13.7
13677.600;-23;-10.2
13726.800;-17;-10.9
13776.000;-10;-11.7
13825.200;-15;-10.7
13874.400;-10;-11.6
13923.600;-14;-11.2
13972.800;-15;-10.6
14022.000;-11;-11.6
14071.200;-13;-11.2
14120.400;-19;-10.0
14169.600;-6;-12.5
14218.800;-3;-14.3
14268.000;-18;-11.7
14317.200;-21;-11.0
14366.400;-6;-12.9
14415.600;-16;-10.8
14464.800;-22;-9.4
14514.000;-17;-9.0
14563.200;-8;-10.6
14612.400;-3;-12.3
14661.600;-14;-10.4
14710.800;-22;-9.1
14760.000;-15;-9.0
14809.200;-16;-8.2
14858.400;-14;-8.3
14907.600;-14;-8.3
14956.800;-10;-9.2
15006.000;-21;-6.9
15055.200;-7;-9.5
15104.400;-3;-11.3
15153.600;-11;-10.8
15202.800;-7;-12.6
15252.000;-25;-9.1
15301.200;-17;-8.6
15350.400;-21;-6.8
15399.600;-10;-8.8
15448.800;-15;-7.6
15498.000;-14;-7.8
15547.200;-12;-8.3
15596.400;-11;-8.7
15645.600;-16;-7.5
15694.800;-13;-7.9
15744.000;-15;-7.6
15793.200;-9;-8.9
15842.400;-18;-7.4
15891.600;-12;-7.9
15940.800;-16;-7.2
15990.000;-10;-8.1
16039.200;-13;-7.9
16088.400;-14;-7.2
16137.600;-13;-7.6
16186.800;-10;-8.5
16236.000;-11;-8.8
16285.200;-13;-8.5
16334.400;-15;-7.9
16383.600;-12;-8.1
16432.800;-16;-7.2
16482.000;-11;-8.4
16531.200;-12;-8.4
16580.400;-15;-7.7
16629.600;-12;-8.1
16678.800;-11;-8.5
16728.000;-16;-7.5
16777.200;-10;-8.5
16826.400;-15;-7.7
16875.600;-11;-8.5
16924.800;-9;-9.4
16974.000;-11;-9.7
17023.200;-17;-8.3
17072.400;-15;-8.3
17121.600;-12;-8.9
17170.800;-11;-9.3
17220.000;-14;-9.0
17269.200;-11;-9.2
17318.400;-12;-9.1
17367.600;-14;-9.0
17416.800;-14;-9.0
17466.000;-6;-10.8
17515.200;-13;-9.9
17564.400;-14;-9.8
17613.600;-13;-10.0
17662.800;-13;-9.8
17712.000;-12;-10.1
17761.200;-14;-9.6
17810.400;-11;-10.3
17859.600;-11;-10.7
17908.800;-12;-10.7
17958.000;-16;-9.9
18007.200;-9;-11.1
18056.400;-5;-12.8
18105.600;-15;-10.3
18154.800;-17;-11.0
18204.000;-6;-12.5
18253.200;-9;-12.9
18302.400;-21;-11.0
18351.600;-14;-10.9
18400.800;-14;-10.8
18450.000;-15;-10.9
18499.200;-10;-11.5
18548.400;-15;-10.6
18597.600;-12;-11.3
18646.800;-16;-10.2
18696.000;-15;-10.2
18745.200;-15;-9.8
18794.400;-11;-10.7
18843.600;-7;-11.8
18892.800;-23;-8.1
