Date:;2020-07-06 15:48:25
Firmware Version:;0x0120;0x6150;0x0000;0x0000
EPOS Studio Version:;3.6.1.0
Index:;0x30D3;0x30D2;0x0000;0x0000
Subindex:;0x01;0x01;0x00;0x00
Max. samples:;500
Recorded samples:;500
Sampling period:;51.200
Scale:;0;True;5.000;-13.000;-7.000;33.000
Scale:;1;True;2.000;-20.050;12.050;28.050
Trigger:;1;0.000000;"Parameter values";"Channel 1";"Rising above value"
TriggerAttributes:;1;4;0x30D3;0x01;0.000000
;Velocity actual value averaged;Torque actual value averaged
ms;rpm;%
0.000;14;17.8
51.200;16;16.9
102.400;10;17.4
153.600;9;17.6
204.800;13;16.5
256.000;8;17.5
307.200;4;18.5
358.400;13;17.3
409.600;10;17.5
460.800;13;16.8
512.000;10;16.9
563.200;8;17.5
614.400;6;17.9
665.600;11;17.6
716.800;9;18.0
768.000;6;19.0
819.200;12;17.9
870.400;12;17.3
921.600;9;17.9
972.800;9;17.8
1024.000;13;17.2
1075.200;7;18.4
1126.400;2;20.0
1177.600;10;18.9
1228.800;15;18.1
1280.000;13;17.9
1331.200;11;17.9
1382.400;9;18.6
1433.600;10;18.6
1484.800;9;18.9
1536.000;10;18.6
1587.200;9;18.8
1638.400;12;18.2
1689.600;12;17.9
1740.800;9;18.5
1792.000;8;18.9
1843.200;9;18.9
1894.400;8;19.4
1945.600;11;18.8
1996.800;14;18.2
2048.000;10;18.4
2099.200;6;19.6
2150.400;10;19.0
2201.600;12;18.6
2252.800;10;19.0
2304.000;9;19.4
2355.200;10;19.1
2406.400;11;18.9
2457.600;6;19.9
2508.800;11;19.3
2560.000;10;19.5
2611.200;11;19.3
2662.400;10;19.4
2713.600;12;18.7
2764.800;7;19.7
2816.000;6;20.4
2867.200;9;20.2
2918.400;16;18.6
2969.600;8;19.8
3020.800;11;19.3
3072.000;12;19.0
3123.200;10;19.3
3174.400;12;18.6
3225.600;10;18.9
3276.800;7;19.4
3328.000;12;18.5
3379.200;12;18.3
3430.400;7;19.3
3481.600;10;19.0
3532.800;15;17.4
3584.000;12;17.6
3635.200;7;18.5
3686.400;9;18.6
3737.600;8;19.0
3788.800;4;20.5
3840.000;9;19.9
3891.200;19;17.8
3942.400;8;19.2
3993.600;2;20.9
4044.800;2;22.1
4096.000;17;19.1
4147.200;20;18.3
4198.400;8;19.4
4249.600;15;17.6
4300.800;16;16.8
4352.000;11;17.2
4403.200;9;17.2
4454.400;9;17.5
4505.600;14;16.2
4556.800;8;16.9
4608.000;8;17.1
4659.200;7;17.8
4710.400;9;17.4
4761.600;16;15.9
4812.800;9;17.0
4864.000;6;17.8
4915.200;13;16.7
4966.400;9;17.4
5017.600;10;17.4
5068.800;13;16.5
5120.000;13;16.5
5171.200;6;17.8
5222.400;11;16.8
5273.600;10;17.2
5324.800;13;16.5
5376.000;10;16.7
5427.200;7;17.8
5478.400;9;17.6
5529.600;10;17.5
5580.800;10;17.5
5632.000;10;17.6
5683.200;11;17.2
5734.400;10;17.3
5785.600;9;17.4
5836.800;8;17.8
5888.000;9;17.7
5939.200;12;17.1
5990.400;10;17.5
6041.600;10;17.5
6092.800;8;17.9
6144.000;10;17.8
6195.200;15;16.2
6246.400;11;16.6
6297.600;10;16.6
6348.800;7;17.4
6400.000;10;17.1
6451.200;9;17.3
6502.400;8;18.0
6553.600;10;17.7
6604.800;11;17.3
6656.000;9;17.6
6707.200;7;18.4
6758.400;7;18.7
6809.600;9;18.6
6860.800;7;19.3
6912.000;10;19.0
6963.200;10;19.0
7014.400;11;18.6
7065.600;9;19.1
7116.800;11;18.9
7168.000;11;18.7
7219.200;9;19.2
7270.400;7;19.6
7321.600;15;17.9
7372.800;11;18.5
7424.000;8;18.6
7475.200;10;18.6
7526.400;5;19.9
7577.600;14;18.4
7628.800;20;15.9
7680.000;5;19.0
7731.200;2;20.5
7782.400;1;22.1
7833.600;13;20.1
7884.800;21;18.2
7936.000;12;18.4
7987.200;5;19.6
8038.400;8;19.6
8089.600;14;18.5
8140.800;14;17.6
8192.000;9;18.5
8243.200;9;18.5
8294.400;11;18.3
8345.600;10;18.4
8396.800;9;18.8
8448.000;8;19.3
8499.200;7;20.0
8550.400;12;19.2
8601.600;9;19.8
8652.800;7;20.4
8704.000;10;20.2
8755.200;14;19.3
8806.400;10;19.6
8857.600;4;21.3
8908.800;3;22.4
8960.000;17;20.0
9011.200;12;20.6
9062.400;12;20.0
9113.600;9;20.5
9164.800;10;20.4
9216.000;12;20.0
9267.200;13;19.4
9318.400;4;21.1
9369.600;2;22.9
9420.800;2;24.3
9472.000;13;22.7
9523.200;25;19.5
9574.400;16;19.4
9625.600;16;18.3
9676.800;14;17.9
9728.000;8;18.7
9779.200;7;19.3
9830.400;9;19.0
9881.600;13;18.2
9932.800;14;17.7
9984.000;11;17.5
10035.200;11;17.2
10086.400;7;18.1
10137.600;3;19.7
10188.800;14;18.4
10240.000;12;18.2
10291.200;10;18.5
10342.400;9;18.5
10393.600;13;17.6
10444.800;10;17.6
10496.000;17;15.8
10547.200;5;17.9
10598.400;4;19.2
10649.600;7;19.4
10700.800;17;17.3
10752.000;14;17.1
10803.200;9;17.5
10854.400;11;17.1
10905.600;9;17.5
10956.800;9;17.7
11008.000;10;17.8
11059.200;13;16.9
11110.400;7;18.2
11161.600;10;17.5
11212.800;11;17.5
11264.000;10;17.4
11315.200;15;16.2
11366.400;11;16.6
11417.600;3;18.6
11468.800;2;20.1
11520.000;5;20.4
11571.200;23;16.5
11622.400;10;17.6
11673.600;16;16.1
11724.800;15;15.8
11776.000;11;15.9
11827.200;6;16.9
11878.400;6;17.6
11929.600;8;17.8
11980.800;12;17.2
12032.000;15;16.2
12083.200;9;16.7
12134.400;11;16.5
12185.600;10;16.8
12236.800;9;17.0
12288.000;9;17.2
12339.200;8;17.7
12390.400;7;18.3
12441.600;13;17.2
12492.800;10;17.7
12544.000;9;17.8
12595.200;8;18.4
12646.400;7;18.9
12697.600;7;19.4
12748.800;12;18.5
12800.000;6;20.0
12851.200;7;20.0
12902.400;13;19.3
12953.600;7;20.2
13004.800;9;20.0
13056.000;15;18.4
13107.200;9;19.3
13158.400;10;19.2
13209.600;12;18.8
13260.800;13;18.4
13312.000;11;18.4
13363.200;10;18.3
13414.400;11;17.9
13465.600;10;18.2
13516.800;8;18.5
13568.000;12;17.7
13619.200;11;17.6
13670.400;13;17.2
13721.600;6;18.6
13772.800;7;18.6
13824.000;10;18.4
13875.200;11;18.1
13926.400;8;19.0
13977.600;10;18.4
14028.800;12;18.3
14080.000;8;19.2
14131.200;4;20.4
14182.400;12;19.3
14233.600;9;19.7
14284.800;11;19.3
14336.000;10;19.3
14387.200;9;19.6
14438.400;9;19.8
14489.600;11;19.3
14540.800;8;20.1
14592.000;8;20.3
14643.200;11;19.8
14694.400;8;20.4
14745.600;8;20.8
14796.800;6;21.6
14848.000;14;20.2
14899.200;9;20.9
14950.400;12;20.3
15001.600;12;20.1
15052.800;11;20.1
15104.000;4;21.6
15155.200;3;23.1
15206.400;12;21.5
15257.600;18;19.9
15308.800;10;20.6
