Date:;2020-07-06 15:53:38
Firmware Version:;0x0120;0x6150;0x0000;0x0000
EPOS Studio Version:;3.6.1.0
Index:;0x30D3;0x30D2;0x0000;0x0000
Subindex:;0x01;0x01;0x00;0x00
Max. samples:;500
Recorded samples:;500
Sampling period:;96.000
Scale:;0;True;5.000;10.000;-30.000;10.000
Scale:;1;True;2.000;10.100;-18.100;-2.100
Trigger:;1;0.000000;"Parameter values";"Channel 1";"Rising above value"
TriggerAttributes:;1;4;0x30D3;0x01;0.000000
;Velocity actual value averaged;Torque actual value averaged
ms;rpm;%
0.000;-1;-11.0
96.000;-1;-12.1
192.000;-4;-12.2
288.000;-5;-10.9
384.000;-3;-11.0
480.000;-4;-11.6
576.000;-9;-9.5
672.000;-2;-9.4
768.000;-1;-10.5
864.000;0;-11.8
960.000;0;-12.7
1056.000;-1;-14.0
1152.000;-2;-14.7
1248.000;-20;-8.4
1344.000;-2;-10.1
1440.000;-1;-11.0
1536.000;-1;-12.1
1632.000;-5;-11.8
1728.000;-9;-9.4
1824.000;-2;-10.2
1920.000;-1;-11.0
2016.000;-3;-11.2
2112.000;-14;-7.9
2208.000;-2;-9.7
2304.000;-1;-10.7
2400.000;-1;-12.0
2496.000;-3;-12.4
2592.000;-10;-9.3
2688.000;-7;-8.3
2784.000;-1;-9.3
2880.000;-1;-10.5
2976.000;0;-11.6
3072.000;-6;-11.1
3168.000;-4;-9.6
3264.000;-1;-10.7
3360.000;-5;-10.1
3456.000;-7;-9.3
3552.000;-7;-8.0
3648.000;-3;-8.1
3744.000;-3;-8.6
3840.000;-3;-8.2
3936.000;-1;-9.3
4032.000;-3;-9.7
4128.000;-7;-8.4
4224.000;-3;-9.0
4320.000;-15;-6.1
4416.000;-2;-8.3
4512.000;-2;-8.7
4608.000;-4;-8.5
4704.000;-5;-7.8
4800.000;-4;-7.9
4896.000;-3;-8.2
4992.000;-7;-7.4
5088.000;-5;-6.5
5184.000;-1;-7.4
5280.000;-2;-8.3
5376.000;-2;-9.1
5472.000;-7;-8.2
5568.000;-7;-7.1
5664.000;-4;-6.6
5760.000;-1;-7.7
5856.000;-3;-7.9
5952.000;-1;-9.2
6048.000;-9;-7.6
6144.000;-3;-7.5
6240.000;-1;-8.4
6336.000;-6;-7.9
6432.000;-4;-7.9
6528.000;-7;-7.0
6624.000;-2;-8.0
6720.000;-6;-7.4
6816.000;-5;-7.0
6912.000;-7;-6.3
7008.000;-2;-7.1
7104.000;0;-8.2
7200.000;-1;-9.1
7296.000;-3;-9.5
7392.000;-12;-6.7
7488.000;-5;-6.5
7584.000;-3;-6.4
7680.000;-1;-7.3
7776.000;-4;-7.6
7872.000;-5;-7.2
7968.000;-3;-7.9
8064.000;-3;-8.4
8160.000;-7;-7.0
8256.000;-2;-7.6
8352.000;-6;-6.9
8448.000;-4;-7.1
8544.000;-3;-7.4
8640.000;-4;-7.2
8736.000;-5;-6.7
8832.000;-3;-7.5
8928.000;-1;-8.6
9024.000;-9;-7.4
9120.000;-5;-6.9
9216.000;-2;-7.4
9312.000;-8;-6.3
9408.000;-2;-7.1
9504.000;-5;-7.0
9600.000;-2;-7.8
9696.000;-5;-7.5
9792.000;-3;-7.4
9888.000;-1;-8.3
9984.000;-3;-8.4
10080.000;-7;-7.3
10176.000;-3;-7.6
10272.000;-2;-8.1
10368.000;-4;-7.6
10464.000;-2;-8.6
10560.000;-4;-8.4
10656.000;-5;-7.7
10752.000;-4;-7.7
10848.000;-4;-7.7
10944.000;-6;-7.5
11040.000;-3;-7.9
11136.000;-2;-8.8
11232.000;-1;-9.8
11328.000;-11;-7.9
11424.000;-7;-7.3
11520.000;-2;-8.3
11616.000;-3;-8.7
