Date:;2020-07-06 15:47:42
Firmware Version:;0x0120;0x6150;0x0000;0x0000
EPOS Studio Version:;3.6.1.0
Index:;0x30D3;0x30D2;0x0000;0x0000
Subindex:;0x01;0x01;0x00;0x00
Max. samples:;500
Recorded samples:;500
Sampling period:;51.200
Scale:;0;True;5.000;13.500;-33.500;6.500
Scale:;1;True;2.000;10.550;-18.550;-2.550
Trigger:;1;0.000000;"Parameter values";"Channel 1";"Rising above value"
TriggerAttributes:;1;4;0x30D3;0x01;0.000000
;Velocity actual value averaged;Torque actual value averaged
ms;rpm;%
0.000;-15;-10.6
51.200;-10;-10.9
102.400;-10;-10.7
153.600;-12;-10.2
204.800;-11;-10.3
256.000;-4;-11.4
307.200;-7;-11.7
358.400;-10;-11.5
409.600;-8;-11.9
460.800;-13;-10.9
512.000;-12;-10.7
563.200;-4;-12.3
614.400;-2;-13.9
665.600;-2;-15.1
716.800;-19;-11.7
768.000;-18;-11.0
819.200;-10;-11.4
870.400;-9;-11.6
921.600;-7;-12.3
972.800;-8;-12.5
1024.000;-6;-13.2
1075.200;-21;-10.2
1126.400;-9;-11.4
1177.600;-4;-12.8
1228.800;-7;-13.0
1280.000;-21;-9.6
1331.200;-12;-10.0
1382.400;-12;-9.7
1433.600;-14;-8.7
1484.800;-11;-8.5
1536.000;-4;-10.2
1587.200;-9;-9.8
1638.400;-17;-7.8
1689.600;-7;-9.4
1740.800;-3;-10.9
1792.000;-2;-12.1
1843.200;-20;-8.6
1894.400;-18;-7.8
1945.600;-11;-8.2
1996.800;-8;-8.6
2048.000;-9;-8.4
2099.200;-9;-8.9
2150.400;-11;-8.5
2201.600;-10;-8.6
2252.800;-12;-7.7
2304.000;-11;-7.9
2355.200;-5;-9.2
2406.400;-4;-10.1
2457.600;-5;-11.0
2508.800;-17;-8.6
2560.000;-13;-8.3
2611.200;-12;-8.2
2662.400;-11;-7.8
2713.600;-7;-9.0
2764.800;-13;-7.6
2816.000;-11;-8.1
2867.200;-10;-8.0
2918.400;-11;-7.8
2969.600;-10;-7.6
3020.800;-11;-7.3
3072.000;-9;-7.8
3123.200;-10;-7.5
3174.400;-10;-7.3
3225.600;-11;-7.1
3276.800;-10;-7.2
3328.000;-11;-7.1
3379.200;-10;-7.1
3430.400;-7;-7.9
3481.600;-10;-7.7
3532.800;-7;-8.7
3584.000;-15;-6.9
3635.200;-10;-7.8
3686.400;-6;-8.7
3737.600;-8;-8.8
3788.800;-16;-7.1
3840.000;-9;-8.2
3891.200;-8;-8.3
3942.400;-15;-6.9
3993.600;-6;-8.6
4044.800;-12;-7.3
4096.000;-7;-9.0
4147.200;-8;-8.8
4198.400;-14;-7.9
4249.600;-8;-8.8
4300.800;-10;-8.6
4352.000;-11;-8.4
4403.200;-9;-8.9
4454.400;-9;-9.3
4505.600;-11;-8.6
4556.800;-10;-8.7
4608.000;-9;-9.0
4659.200;-8;-9.3
4710.400;-11;-9.0
4761.600;-8;-9.5
4812.800;-9;-9.7
4864.000;-12;-9.0
4915.200;-13;-8.9
4966.400;-6;-10.3
5017.600;-6;-10.7
5068.800;-11;-10.2
5120.000;-13;-9.5
5171.200;-5;-11.2
5222.400;-5;-11.9
5273.600;-17;-9.5
5324.800;-12;-10.0
5376.000;-15;-9.0
5427.200;-9;-10.1
5478.400;-2;-11.7
5529.600;-1;-13.4
5580.800;-2;-14.7
5632.000;-19;-11.3
5683.200;-21;-10.2
5734.400;-10;-11.0
5785.600;-6;-11.7
5836.800;-8;-11.7
5888.000;-8;-12.4
5939.200;-12;-11.1
5990.400;-9;-11.7
6041.600;-9;-11.8
6092.800;-11;-11.5
6144.000;-11;-11.4
6195.200;-5;-12.7
6246.400;-8;-12.4
6297.600;-12;-11.7
6348.800;-10;-11.7
6400.000;-9;-11.6
6451.200;-18;-9.9
6502.400;-5;-11.9
6553.600;-2;-13.5
6604.800;-7;-13.3
6656.000;-14;-12.0
6707.200;-19;-10.3
6758.400;-4;-12.3
6809.600;-2;-13.8
6860.800;-4;-14.4
6912.000;-17;-11.8
6963.200;-16;-11.0
7014.400;-16;-9.5
7065.600;-8;-11.0
7116.800;-10;-10.7
