Date:;2020-07-06 15:29:47
Firmware Version:;0x0120;0x6150;0x0000;0x0000
EPOS Studio Version:;3.6.1.0
Index:;0x30D3;0x30D2;0x0000;0x0000
Subindex:;0x01;0x01;0x00;0x00
Max. samples:;500
Recorded samples:;500
Sampling period:;6.400
Scale:;0;True;5.000;200.000;-220.000;-180.000
Scale:;1;True;1.000;12.300;-16.300;-8.300
Trigger:;1;0.000000;"Parameter values";"Channel 1";"Rising above value"
TriggerAttributes:;1;4;0x30D3;0x01;0.000000
;Velocity actual value averaged;Torque actual value averaged
ms;rpm;%
0.000;-196;-12.2
6.400;-194;-12.4
12.800;-193;-12.8
19.200;-191;-13.4
25.600;-190;-13.4
32.000;-190;-13.5
38.400;-191;-13.4
44.800;-189;-14.6
51.200;-191;-13.6
57.600;-192;-13.8
64.000;-193;-13.5
70.400;-193;-13.9
76.800;-193;-13.9
83.200;-193;-14.4
89.600;-194;-14.1
96.000;-194;-14.3
102.400;-196;-13.6
108.800;-198;-13.2
115.200;-199;-13.4
121.600;-200;-13.0
128.000;-204;-11.7
134.400;-207;-11.1
140.800;-209;-10.8
147.200;-211;-10.0
153.600;-211;-10.7
160.000;-211;-10.7
166.400;-208;-11.0
172.800;-208;-10.6
179.200;-206;-11.0
185.600;-206;-10.6
192.000;-204;-11.0
198.400;-202;-11.4
204.800;-199;-12.1
211.200;-199;-11.3
217.600;-199;-11.4
224.000;-199;-11.2
230.400;-200;-10.8
236.800;-200;-10.9
243.200;-201;-10.7
249.600;-202;-10.6
256.000;-201;-10.7
262.400;-202;-10.5
268.800;-201;-10.9
275.200;-199;-11.6
281.600;-196;-12.2
288.000;-195;-12.2
294.400;-196;-11.6
300.800;-195;-12.2
307.200;-195;-12.1
313.600;-195;-12.1
320.000;-195;-12.3
326.400;-194;-12.5
332.800;-194;-12.6
339.200;-193;-12.9
345.600;-193;-13.4
352.000;-193;-13.5
358.400;-193;-13.0
364.800;-192;-13.9
371.200;-191;-14.2
377.600;-192;-14.1
384.000;-192;-14.2
390.400;-193;-13.9
396.800;-194;-13.4
403.200;-196;-13.1
409.600;-199;-12.6
416.000;-200;-12.9
422.400;-201;-12.5
428.800;-203;-11.8
435.200;-206;-11.2
441.600;-208;-10.4
448.000;-209;-10.8
454.400;-209;-10.8
460.800;-208;-10.7
467.200;-208;-10.5
473.600;-207;-11.1
480.000;-207;-10.2
486.400;-205;-10.8
