Date:;2020-07-06 15:41:19
Firmware Version:;0x0120;0x6150;0x0000;0x0000
EPOS Studio Version:;3.6.1.0
Index:;0x30D3;0x30D2;0x0000;0x0000
Subindex:;0x01;0x01;0x00;0x00
Max. samples:;500
Recorded samples:;500
Sampling period:;38.400
Scale:;0;True;10.000;-28.000;-12.000;68.000
Scale:;1;True;2.000;-20.250;12.250;28.250
Trigger:;1;0.000000;"Parameter values";"Channel 1";"Rising above value"
TriggerAttributes:;1;4;0x30D3;0x01;0.000000
;Velocity actual value averaged;Torque actual value averaged
ms;rpm;%
0.000;35;15.6
38.400;28;16.2
76.800;29;16.6
115.200;31;15.6
153.600;31;15.9
192.000;28;16.3
230.400;27;17.4
268.800;28;17.0
307.200;30;16.7
345.600;29;17.4
384.000;27;17.9
422.400;25;18.6
460.800;31;18.2
499.200;30;17.6
537.600;28;18.3
576.000;30;18.1
614.400;26;19.1
652.800;30;19.0
691.200;30;18.9
729.600;30;18.5
768.000;30;18.8
806.400;32;18.4
844.800;31;18.6
883.200;30;18.7
921.600;33;17.9
960.000;31;17.9
998.400;30;18.3
1036.800;28;18.4
1075.200;30;17.9
1113.600;28;18.8
1152.000;29;18.6
1190.400;28;19.3
1228.800;28;19.4
1267.200;27;19.7
1305.600;30;19.7
1344.000;27;20.3
1382.400;32;19.3
1420.800;27;20.5
1459.200;30;20.0
1497.600;31;19.7
1536.000;32;18.9
1574.400;31;19.4
1612.800;33;18.2
1651.200;36;17.0
1689.600;34;17.6
1728.000;32;17.2
1766.400;32;17.1
1804.800;36;15.6
1843.200;24;18.2
1881.600;31;17.2
1920.000;28;17.9
1958.400;35;16.3
1996.800;30;17.3
2035.200;33;15.8
2073.600;32;16.3
2112.000;34;16.2
2150.400;27;16.9
2188.800;32;16.0
2227.200;30;16.3
2265.600;26;17.1
2304.000;29;17.3
2342.400;28;17.2
2380.800;32;16.5
2419.200;32;16.1
2457.600;27;17.3
2496.000;27;17.6
2534.400;28;17.3
2572.800;27;17.8
2611.200;28;17.9
2649.600;29;18.1
2688.000;24;19.1
2726.400;32;17.9
2764.800;31;18.2
2803.200;30;18.1
2841.600;34;17.3
2880.000;32;17.4
2918.400;30;17.4
2956.800;32;17.3
2995.200;30;17.6
3033.600;28;17.9
3072.000;31;17.4
3110.400;28;18.2
3148.800;17;21.4
3187.200;28;19.8
3225.600;34;19.3
3264.000;33;18.6
3302.400;30;19.3
3340.800;23;20.7
3379.200;29;19.8
3417.600;30;20.1
3456.000;28;20.0
3494.400;33;19.0
3532.800;30;19.7
3571.200;36;18.1
3609.600;20;22.0
3648.000;36;18.7
3686.400;39;16.9
3724.800;40;16.2
3763.200;33;16.8
3801.600;30;17.2
3840.000;29;17.4
3878.400;34;16.0
3916.800;22;18.7
3955.200;32;17.1
3993.600;36;16.1
4032.000;24;17.8
4070.400;33;16.4
4108.800;36;15.0
4147.200;30;16.2
4185.600;29;16.9
4224.000;27;17.0
4262.400;29;16.9
4300.800;26;18.3
4339.200;25;18.1
4377.600;27;18.3
4416.000;29;18.1
4454.400;29;18.7
4492.800;29;18.9
4531.200;29;18.8
4569.600;28;19.5
4608.000;37;17.0
4646.400;36;17.1
4684.800;31;17.2
4723.200;29;17.9
4761.600;25;18.6
4800.000;27;18.9
4838.400;31;18.4
4876.800;31;17.7
4915.200;27;19.3
4953.600;27;19.1
4992.000;28;19.4
5030.400;25;20.0
5068.800;31;19.5
5107.200;27;20.1
5145.600;26;20.6
5184.000;28;20.8
5222.400;31;20.3
5260.800;28;21.3
5299.200;32;20.1
5337.600;33;19.0
5376.000;30;19.9
5414.400;27;21.1
5452.800;30;20.3
5491.200;32;20.1
5529.600;32;19.7
5568.000;34;18.7
5606.400;29;19.8
5644.800;37;17.4
5683.200;30;19.0
5721.600;30;18.6
5760.000;36;16.6
5798.400;22;20.4
5836.800;37;16.7
5875.200;38;15.5
5913.600;22;19.4
5952.000;30;17.4
5990.400;26;19.3
6028.800;31;17.6
6067.200;27;19.2
6105.600;33;16.9
6144.000;34;16.9
6182.400;36;15.7
6220.800;26;17.9
6259.200;31;16.5
6297.600;28;17.3
6336.000;29;17.2
6374.400;28;17.8
6412.800;28;18.1
6451.200;30;17.8
6489.600;30;17.8
6528.000;30;17.8
6566.400;29;18.2
6604.800;28;18.3
6643.200;28;18.4
6681.600;29;18.7
6720.000;27;19.3
6758.400;27;19.8
6796.800;29;19.6
6835.200;29;20.0
6873.600;32;19.0
6912.000;33;18.7
6950.400;31;18.7
6988.800;29;19.7
7027.200;27;19.8
7065.600;21;21.8
7104.000;31;19.7
7142.400;29;20.8
7180.800;20;23.3
7219.200;31;21.3
7257.600;36;19.8
7296.000;35;19.8
7334.400;29;20.5
7372.800;31;19.6
7411.200;31;19.9
7449.600;29;20.0
7488.000;30;19.9
7526.400;34;19.3
7564.800;31;19.5
7603.200;18;23.0
7641.600;26;20.6
7680.000;45;18.5
7718.400;40;17.5
7756.800;30;18.6
