Date:;2020-07-06 15:57:23,,
Firmware Version:;0x0120;0x6150;0x0000;0x0000,,
EPOS Studio Version:;3.6.1.0,,
Index:;0x30D3;0x30D2;0x0000;0x0000,,
Subindex:;0x01;0x01;0x00;0x00,,
Max. samples:;500,,
Recorded samples:;500,,
Sampling period:;128.000,,
Scale:;0;True;5.000;7.500;-27.500;12.500,,
Scale:;1;True;2.000;8.600;-16.600;-0.600,,
"Trigger:;1;0.000000;""Parameter values"";""Channel 1"";""Rising above value""",,
TriggerAttributes:;1;4;0x30D3;0x01;0.000000,,
;Velocity actual value averaged;Torque actual value averaged,,
ms;rpm;%,,
0.000;-1;-800,,was -11.1
128.000;-5;-10.6,,
256.000;-1;-11.0,,
384.000;-1;-11.6,,
512.000;-1;-12.1,,
640.000;-3;-11.7,,
768.000;-5;-10.3,,
896.000;-1;-11.0,,
1024.000;-1;-11.7,,
1152.000;-1;-12.3,,
1280.000;-11;-10.3,,
1408.000;-1;-10.9,,
1536.000;-1;-11.5,,
1664.000;-10;-9.2,,
1792.000;-1;-10.6,,
1920.000;0;-11.3,,
2048.000;0;-12.1,,
2176.000;0;-12.8,,
2304.000;-13;-9.7,,
2432.000;-4;-8.7,,
2560.000;-2;-8.4,,
2688.000;-1;-9.0,,
2816.000;-1;-9.4,,
2944.000;-3;-9.1,,
3072.000;-1;-9.4,,
3200.000;-13;-6.2,,
3328.000;-1;-7.9,,
3456.000;0;-8.8,,
3584.000;0;-9.6,,
3712.000;0;-10.3,,
3840.000;0;-11.1,,
3968.000;0;-11.8,,
4096.000;-1;-12.4,,
4224.000;-13;-9.1,,
4352.000;-2;-7.1,,
4480.000;-1;-7.6,,
4608.000;0;-8.2,,
4736.000;0;-9.2,,
4864.000;0;-10.0,,
4992.000;0;-10.8,,
5120.000;0;-11.7,,
5248.000;-7;-10.1,,
5376.000;-1;-11.3,,
5504.000;-2;-11.2,,
5632.000;-5;-7.0,,
5760.000;-1;-7.5,,
5888.000;-1;-8.1,,
6016.000;-1;-8.3,,
6144.000;-6;-7.1,,
6272.000;-1;-7.6,,
6400.000;-1;-8.0,,
6528.000;-2;-8.1,,
6656.000;-2;-8.1,,
6784.000;-5;-6.5,,
6912.000;-1;-6.7,,
7040.000;-1;-7.2,,
7168.000;0;-8.0,,
7296.000;-1;-8.4,,
7424.000;-8;-6.6,,
7552.000;-2;-6.0,,
7680.000;0;-6.8,,
7808.000;-1;-7.4,,
7936.000;-3;-7.1,,
8064.000;-2;-7.2,,
8192.000;-2;-7.6,,
8320.000;-3;-7.3,,
8448.000;-4;-6.3,,
8576.000;-1;-6.8,,
8704.000;-1;-7.2,,
8832.000;-1;-7.6,,
8960.000;-6;-6.1,,
9088.000;-2;-4.9,,
9216.000;0;-5.7,,
9344.000;0;-6.4,,
9472.000;-1;-7.3,,
9600.000;-1;-7.6,,
9728.000;-7;-6.2,,
9856.000;-1;-6.9,,
9984.000;-3;-6.6,,
10112.000;-6;-4.9,,
10240.000;-1;-5.2,,
10368.000;0;-6.0,,
10496.000;0;-6.8,,
10624.000;-1;-7.2,,
10752.000;-1;-7.4,,
10880.000;-1;-8.0,,
11008.000;-9;-5.7,,
11136.000;-1;-5.7,,
11264.000;0;-6.5,,
11392.000;-1;-7.1,,
11520.000;-6;-5.6,,
11648.000;-2;-5.5,,
11776.000;-1;-5.6,,
11904.000;-3;-5.3,,
12032.000;-2;-4.8,,
12160.000;-1;-5.3,,
12288.000;-1;-5.6,,
12416.000;-1;-6.0,,
12544.000;-3;-5.7,,
12672.000;-4;-5.0,,
12800.000;-2;-4.8,,
12928.000;-1;-5.4,,
13056.000;-2;-5.3,,
13184.000;-1;-5.7,,
13312.000;-3;-5.5,,
13440.000;-6;-3.9,,
13568.000;-1;-4.1,,
13696.000;0;-4.8,,
13824.000;-2;-5.2,,
13952.000;-2;-5.4,,
14080.000;-2;-5.4,,
14208.000;-2;-5.4,,
14336.000;-2;-5.1,,
14464.000;-1;-5.6,,
14592.000;-2;-5.5,,
14720.000;-2;-6.0,,
14848.000;-2;-5.8,,
14976.000;-2;-5.9,,
15104.000;-7;-4.4,,
15232.000;-2;-4.5,,
15360.000;-1;-5.0,,
15488.000;-1;-5.2,,
15616.000;-2;-5.4,,
15744.000;-1;-5.6,,
15872.000;-3;-5.5,,
16000.000;-2;-5.9,,
16128.000;-2;-5.9,,
16256.000;-4;-4.9,,
16384.000;-3;-4.5,,
16512.000;0;-5.2,,
16640.000;0;-5.9,,
16768.000;0;-6.6,,
16896.000;-2;-6.9,,
17024.000;-3;-5.7,,
17152.000;-2;-6.0,,
17280.000;-1;-6.6,,
17408.000;-6;-5.5,,
17536.000;-1;-6.1,,
17664.000;-1;-6.5,,
17792.000;-5;-5.7,,
17920.000;-1;-6.1,,
18048.000;-2;-6.0,,
18176.000;-1;-6.7,,
18304.000;-2;-6.9,,
18432.000;-4;-6.6,,
18560.000;-2;-6.0,,
18688.000;-1;-6.5,,
18816.000;-1;-6.7,,
18944.000;-1;-7.1,,
19072.000;-2;-6.8,,
19200.000;-4;-5.9,,
19328.000;-1;-5.9,,
19456.000;-1;-6.7,,
19584.000;0;-7.3,,
19712.000;-1;-7.5,,
19840.000;-5;-6.4,,
19968.000;-2;-6.4,,
20096.000;-3;-6.1,,
20224.000;-1;-6.6,,
20352.000;0;-7.3,,
20480.000;-1;-8.0,,
20608.000;-1;-8.4,,
20736.000;-5;-7.1,,
20864.000;-1;-7.2,,
20992.000;-1;-7.8,,
21120.000;-1;-8.3,,
21248.000;-4;-7.9,,
21376.000;-2;-8.0,,
21504.000;-2;-7.9,,
21632.000;-4;-7.4,,
21760.000;-2;-7.1,,
21888.000;-1;-7.7,,
22016.000;-3;-7.8,,
22144.000;-1;-8.1,,
22272.000;-1;-8.2,,
22400.000;-1;-8.6,,
22528.000;-2;-8.9,,
22656.000;-4;-8.4,,
22784.000;-1;-8.6,,
22912.000;-2;-8.5,,
23040.000;-3;-7.6,,
23168.000;-1;-8.1,,
23296.000;-5;-7.3,,
23424.000;-1;-8.2,,
23552.000;0;-8.9,,
23680.000;0;-9.7,,
23808.000;-1;-10.0,,
23936.000;-6;-8.1,,
24064.000;0;-8.9,,
24192.000;0;-9.6,,
24320.000;-1;-9.8,,
24448.000;-5;-8.6,,
24576.000;-1;-9.1,,
24704.000;-5;-7.4,,
24832.000;0;-8.4,,
24960.000;-1;-9.0,,
25088.000;0;-9.7,,
25216.000;0;-10.3,,
25344.000;-1;-10.7,,
25472.000;-1;-11.3,,
25600.000;-2;-11.6,,
25728.000;-10;-7.7,,
25856.000;-1;-8.3,,
25984.000;0;-9.0,,
