Date:;2020-07-06 15:50:12
Firmware Version:;0x0120;0x6150;0x0000;0x0000
EPOS Studio Version:;3.6.1.0
Index:;0x30D3;0x30D2;0x0000;0x0000
Subindex:;0x01;0x01;0x00;0x00
Max. samples:;500
Recorded samples:;500
Sampling period:;64.000
Scale:;0;True;5.000;-13.500;-6.500;33.500
Scale:;1;True;2.000;-20.150;12.150;28.150
Trigger:;1;0.000000;"Parameter values";"Channel 1";"Rising above value"
TriggerAttributes:;1;4;0x30D3;0x01;0.000000
;Velocity actual value averaged;Torque actual value averaged
ms;rpm;%
0.000;8;16.8
64.000;7;17.1
128.000;7;17.3
192.000;8;17.3
256.000;7;17.4
320.000;7;17.7
384.000;8;17.6
448.000;9;17.3
512.000;8;17.6
576.000;8;17.4
640.000;8;17.4
704.000;8;17.4
768.000;8;17.2
832.000;7;17.8
896.000;7;18.0
960.000;8;17.7
1024.000;5;18.7
1088.000;8;18.4
1152.000;6;19.2
1216.000;6;19.2
1280.000;9;18.8
1344.000;12;17.9
1408.000;8;18.3
1472.000;4;19.3
1536.000;3;20.5
1600.000;9;19.7
1664.000;13;18.4
1728.000;7;18.9
1792.000;8;18.9
1856.000;6;19.3
1920.000;8;19.3
1984.000;9;19.0
2048.000;8;19.1
2112.000;8;19.3
2176.000;9;18.9
2240.000;9;18.6
2304.000;8;18.9
2368.000;7;19.2
2432.000;8;19.0
2496.000;8;18.9
2560.000;10;18.5
2624.000;5;19.7
2688.000;4;20.5
2752.000;9;20.0
2816.000;10;19.5
2880.000;10;19.0
2944.000;9;18.7
3008.000;6;19.3
3072.000;4;20.3
3136.000;13;18.8
3200.000;7;19.5
3264.000;4;20.3
3328.000;15;18.3
3392.000;12;17.6
3456.000;6;18.5
3520.000;7;18.4
3584.000;9;18.1
3648.000;8;18.3
3712.000;6;18.8
3776.000;10;18.0
3840.000;9;17.8
3904.000;6;18.4
3968.000;8;18.4
4032.000;9;18.1
4096.000;8;18.3
4160.000;10;17.7
4224.000;5;18.4
4288.000;3;19.3
4352.000;3;20.5
4416.000;13;18.9
4480.000;16;17.0
4544.000;5;18.8
4608.000;2;20.3
4672.000;5;20.5
4736.000;20;17.5
