Date:;2020-07-06 15:49:21
Firmware Version:;0x0120;0x6150;0x0000;0x0000
EPOS Studio Version:;3.6.1.0
Index:;0x30D3;0x30D2;0x0000;0x0000
Subindex:;0x01;0x01;0x00;0x00
Max. samples:;500
Recorded samples:;500
Sampling period:;64.000
Scale:;0;True;5.000;12.000;-32.000;8.000
Scale:;1;True;2.000;10.150;-18.150;-2.150
Trigger:;1;0.000000;"Parameter values";"Channel 1";"Rising above value"
TriggerAttributes:;1;4;0x30D3;0x01;0.000000
;Velocity actual value averaged;Torque actual value averaged
ms;rpm;%
0.000;-12;-11.2
64.000;-4;-12.7
128.000;-9;-12.0
192.000;-5;-12.6
256.000;-2;-14.1
320.000;-10;-12.8
384.000;-12;-11.5
448.000;-8;-11.5
512.000;-10;-11.0
576.000;-7;-11.2
640.000;-5;-11.8
704.000;-10;-11.0
768.000;-7;-11.6
832.000;-12;-10.3
896.000;-6;-11.6
960.000;-13;-9.7
1024.000;-10;-9.6
1088.000;-3;-11.0
1152.000;-2;-12.5
1216.000;-10;-11.2
1280.000;-23;-6.9
1344.000;-6;-9.7
1408.000;-1;-11.4
1472.000;-2;-12.7
1536.000;-20;-8.8
1600.000;-10;-9.3
1664.000;-2;-10.9
1728.000;-3;-11.8
1792.000;-20;-8.2
1856.000;-9;-9.0
1920.000;-11;-7.8
1984.000;-9;-7.8
2048.000;-7;-7.8
2112.000;-4;-9.0
2176.000;-7;-9.0
2240.000;-12;-7.6
2304.000;-10;-7.5
2368.000;-7;-7.9
2432.000;-6;-8.3
2496.000;-5;-9.3
2560.000;-13;-7.3
2624.000;-6;-8.2
2688.000;-10;-7.2
2752.000;-11;-6.6
2816.000;-4;-7.9
2880.000;-2;-9.1
2944.000;-5;-9.4
3008.000;-15;-6.8
3072.000;-9;-7.1
3136.000;-3;-8.4
3200.000;-3;-9.6
3264.000;-14;-7.4
3328.000;-12;-6.9
3392.000;-8;-6.9
3456.000;-5;-7.6
3520.000;-7;-7.5
3584.000;-8;-7.7
3648.000;-9;-7.3
3712.000;-9;-7.4
3776.000;-5;-8.0
3840.000;-8;-7.7
3904.000;-9;-7.5
3968.000;-9;-7.4
4032.000;-8;-7.3
4096.000;-8;-7.5
4160.000;-9;-7.3
4224.000;-7;-7.5
4288.000;-7;-7.9
4352.000;-8;-7.8
4416.000;-6;-8.3
4480.000;-11;-7.4
4544.000;-7;-8.3
4608.000;-7;-8.7
4672.000;-6;-9.3
4736.000;-4;-10.3
4800.000;-15;-7.8
4864.000;-5;-9.5
4928.000;-12;-7.8
4992.000;-8;-8.6
5056.000;-8;-8.4
5120.000;-9;-8.2
5184.000;-5;-9.0
5248.000;-7;-9.2
5312.000;-7;-9.1
5376.000;-8;-9.0
5440.000;-7;-9.2
5504.000;-8;-9.0
5568.000;-8;-9.1
5632.000;-6;-10.0
5696.000;-8;-9.5
5760.000;-8;-9.8
5824.000;-6;-10.5
5888.000;-10;-9.6
5952.000;-5;-10.3
6016.000;-9;-10.2
6080.000;-9;-10.0
6144.000;-8;-10.1
6208.000;-7;-10.4
6272.000;-7;-10.4
6336.000;-6;-11.0
6400.000;-8;-10.9
6464.000;-9;-10.4
6528.000;-7;-10.8
6592.000;-2;-12.2
6656.000;-3;-13.2
6720.000;-22;-8.5
6784.000;-6;-11.0
6848.000;-5;-11.4
6912.000;-11;-10.3
6976.000;-6;-11.1
7040.000;-3;-12.4
7104.000;-7;-12.2
7168.000;-13;-10.9
7232.000;-8;-10.8
7296.000;-9;-10.6
7360.000;-9;-10.4
7424.000;-4;-11.4
7488.000;-4;-12.1
7552.000;-6;-12.5
7616.000;-10;-11.3
7680.000;-5;-12.7
7744.000;-12;-11.6
7808.000;-11;-11.0
7872.000;-11;-10.7
7936.000;-4;-11.8
8000.000;-4;-12.7
8064.000;-10;-11.9
8128.000;-13;-10.4
8192.000;-4;-11.6
8256.000;-3;-12.9
8320.000;-2;-14.4
8384.000;-8;-13.6
8448.000;-20;-9.4
8512.000;-8;-10.2
8576.000;-7;-10.2
8640.000;-5;-10.9
8704.000;-12;-9.5
8768.000;-10;-9.2
8832.000;-10;-8.7
8896.000;-8;-8.9
8960.000;-8;-8.8
9024.000;-13;-7.7
9088.000;-3;-9.7
9152.000;-3;-11.0
9216.000;-13;-8.9
9280.000;-5;-10.1
9344.000;-19;-7.2
9408.000;-4;-9.6
9472.000;-3;-10.7
9536.000;-16;-8.0
9600.000;-19;-5.9
9664.000;-5;-7.8
9728.000;-2;-9.0
9792.000;-3;-10.0
9856.000;-4;-11.2
9920.000;-15;-8.4
9984.000;-7;-9.0
10048.000;-4;-10.1
10112.000;-15;-7.9
10176.000;-10;-7.8
10240.000;-6;-8.3
10304.000;-12;-6.9
10368.000;-6;-8.0
10432.000;-3;-9.0
10496.000;-11;-7.8
10560.000;-12;-6.9
10624.000;-5;-8.0
10688.000;-6;-8.4
10752.000;-11;-7.4
10816.000;-11;-7.0
10880.000;-10;-7.0
10944.000;-3;-8.8
11008.000;-10;-7.6
11072.000;-11;-6.9
11136.000;-8;-7.4
11200.000;-9;-6.9
11264.000;-10;-6.1
11328.000;-3;-7.6
11392.000;-2;-8.9
11456.000;-3;-10.0
11520.000;-17;-6.9
11584.000;-9;-7.4
11648.000;-9;-7.3
11712.000;-7;-7.6
11776.000;-8;-7.6
11840.000;-5;-8.2
11904.000;-14;-6.5
11968.000;-5;-8.1
12032.000;-8;-7.9
12096.000;-7;-8.5
12160.000;-8;-8.4
12224.000;-9;-7.9
12288.000;-7;-8.3
12352.000;-12;-7.0
12416.000;-5;-8.8
12480.000;-4;-9.5
12544.000;-10;-8.4
12608.000;-10;-7.9
12672.000;-10;-7.5
12736.000;-7;-7.8
12800.000;-7;-7.9
12864.000;-9;-7.6
12928.000;-8;-7.9
12992.000;-6;-8.3
13056.000;-6;-9.0
13120.000;-12;-7.7
13184.000;-6;-8.6
13248.000;-6;-9.0
13312.000;-5;-9.7
13376.000;-11;-8.9
13440.000;-7;-9.2
13504.000;-6;-9.4
13568.000;-4;-10.3
13632.000;-15;-8.2
13696.000;-6;-9.7
13760.000;-5;-10.2
13824.000;-7;-10.3
13888.000;-4;-11.1
13952.000;-9;-10.7
14016.000;-14;-9.3
14080.000;-6;-10.4
14144.000;-7;-10.6
14208.000;-4;-11.7
14272.000;-13;-10.0
14336.000;-10;-10.2
14400.000;-12;-9.3
14464.000;-8;-9.7
14528.000;-5;-10.0
14592.000;-2;-11.4
14656.000;-3;-12.4
14720.000;-12;-10.7
14784.000;-6;-11.7
14848.000;-12;-10.3
14912.000;-11;-9.9
14976.000;-9;-9.7
15040.000;-6;-10.6
15104.000;-6;-10.9
15168.000;-10;-10.3
15232.000;-3;-11.9
15296.000;-6;-11.9
15360.000;-10;-10.8
15424.000;-3;-12.3
15488.000;-12;-11.0
15552.000;-14;-9.5
15616.000;-7;-10.4
15680.000;-2;-12.0
15744.000;-1;-13.4
15808.000;-3;-14.4
15872.000;-21;-10.2
15936.000;-12;-10.1
16000.000;-14;-8.6
16064.000;-10;-8.6
16128.000;-5;-9.7
16192.000;-3;-11.0
16256.000;-14;-8.9
16320.000;-8;-9.5
16384.000;-2;-11.0
16448.000;-5;-11.4
16512.000;-19;-8.2
16576.000;-11;-8.2
16640.000;-5;-9.3
16704.000;-4;-10.1
16768.000;-21;-6.6
16832.000;-5;-8.7
16896.000;-2;-10.2
16960.000;-2;-11.6
17024.000;-17;-8.4
17088.000;-16;-7.2
17152.000;-4;-8.9
17216.000;-1;-10.6
17280.000;-4;-11.3
17344.000;-19;-7.8
17408.000;-9;-8.8
17472.000;-9;-8.6
17536.000;-6;-9.4
17600.000;-8;-9.2
17664.000;-10;-8.3
17728.000;-7;-8.4
17792.000;-7;-8.6
17856.000;-15;-6.7
17920.000;-5;-8.2
17984.000;-1;-9.7
18048.000;-4;-10.3
18112.000;-15;-7.5
18176.000;-11;-7.2
18240.000;-6;-7.6
18304.000;-4;-8.5
18368.000;-7;-8.4
18432.000;-7;-8.3
18496.000;-11;-7.4
18560.000;-10;-7.0
18624.000;-5;-7.9
18688.000;-8;-7.6
18752.000;-7;-7.7
18816.000;-6;-8.3
18880.000;-11;-7.2
18944.000;-2;-8.7
19008.000;-5;-9.3
19072.000;-13;-8.0
19136.000;-9;-8.3
19200.000;-3;-9.4
19264.000;-11;-8.2
19328.000;-12;-7.2
19392.000;-7;-7.9
19456.000;-7;-8.1
19520.000;-9;-7.7
19584.000;-7;-8.0
19648.000;-8;-7.8
19712.000;-6;-8.9
19776.000;-5;-9.6
19840.000;-11;-8.4
19904.000;-5;-9.3
19968.000;-9;-8.8
20032.000;-12;-8.0
20096.000;-9;-8.1
