Date:;2020-07-08 21:12:08
Firmware Version:;0x0120;0x6150;0x0000;0x0000
EPOS Studio Version:;3.6.1.0
Index:;0x30D3;0x30D2;0x0000;0x0000
Subindex:;0x01;0x01;0x00;0x00
Max. samples:;500
Recorded samples:;500
Sampling period:;6.400
Scale:;0;True;2.000;-139.000;131.000;147.000
Scale:;1;True;5.000;-36.900;16.900;56.900
Trigger:;1;0.000000;"Parameter values";"Channel 1";"Rising above value"
TriggerAttributes:;1;4;0x30D3;0x01;0.000000
;Velocity actual value averaged;Torque actual value averaged
ms;rpm;%
0.000;141;33.4
6.400;142;31.9
12.800;142;31.1
19.200;142;30.6
25.600;142;28.8
32.000;143;27.9
38.400;141;29.7
44.800;140;32.6
51.200;140;31.4
57.600;141;28.3
64.000;141;27.6
70.400;141;27.3
76.800;141;27.4
83.200;140;29.3
89.600;139;31.0
96.000;139;30.7
102.400;139;31.5
108.800;137;33.8
115.200;137;35.1
121.600;136;36.3
128.000;136;36.9
134.400;136;38.5
140.800;136;38.2
147.200;136;39.8
153.600;136;41.7
160.000;136;42.0
166.400;137;42.0
172.800;137;41.2
179.200;138;40.9
185.600;138;40.8
192.000;139;39.7
198.400;141;38.4
204.800;141;38.5
211.200;141;38.9
217.600;140;40.1
224.000;140;41.1
230.400;141;39.8
236.800;141;37.7
243.200;143;35.6
249.600;143;34.0
256.000;143;33.8
262.400;143;35.2
268.800;142;35.6
275.200;143;33.9
281.600;143;33.0
288.000;142;33.1
294.400;143;31.8
300.800;143;30.7
307.200;142;31.3
313.600;141;34.1
320.000;140;35.2
326.400;139;35.3
332.800;139;36.1
339.200;138;37.8
345.600;136;41.5
352.000;135;44.1
358.400;135;43.8
364.800;137;41.3
371.200;139;38.3
377.600;140;36.2
384.000;141;35.6
390.400;142;35.3
396.800;142;33.7
403.200;143;32.7
409.600;143;32.2
416.000;143;30.7
422.400;143;32.2
428.800;141;34.3
435.200;140;34.7
441.600;140;36.5
448.000;139;37.5
454.400;138;38.2
460.800;138;38.0
467.200;139;37.6
473.600;140;36.3
480.000;141;34.5
486.400;140;34.5
492.800;140;35.1
499.200;140;35.3
505.600;140;36.3
512.000;140;36.0
518.400;140;36.0
524.800;139;37.0
531.200;138;40.3
537.600;138;40.7
544.000;139;38.7
550.400;139;38.4
556.800;138;40.4
563.200;138;41.5
569.600;138;41.7
576.000;138;42.0
582.400;139;41.8
588.800;139;40.9
595.200;140;38.5
601.600;140;39.0
608.000;141;40.4
614.400;141;39.2
620.800;141;38.1
627.200;142;37.9
633.600;142;37.3
640.000;142;36.5
646.400;142;35.5
652.800;143;34.6
