Date:;2020-07-08 21:16:31
Firmware Version:;0x0120;0x6150;0x0000;0x0000
EPOS Studio Version:;3.6.1.0
Index:;0x30D3;0x30D2;0x0000;0x0000
Subindex:;0x01;0x01;0x00;0x00
Max. samples:;500
Recorded samples:;500
Sampling period:;12.800
Scale:;0;True;2.000;-60.000;52.000;68.000
Scale:;1;True;5.000;-33.900;13.900;53.900
Trigger:;1;0.000000;"Parameter values";"Channel 1";"Rising above value"
TriggerAttributes:;1;4;0x30D3;0x01;0.000000
;Velocity actual value averaged;Torque actual value averaged
ms;rpm;%
0.000;60;31.9
12.800;60;32.2
25.600;60;32.4
38.400;60;31.5
51.200;61;30.3
64.000;61;30.0
76.800;60;30.8
89.600;60;30.1
102.400;60;30.8
115.200;59;31.8
128.000;60;30.5
140.800;60;29.9
153.600;60;29.5
166.400;61;28.7
179.200;60;29.2
192.000;60;29.8
204.800;60;29.2
217.600;59;30.3
230.400;58;32.6
243.200;57;35.4
256.000;57;35.6
268.800;58;35.5
281.600;59;34.8
294.400;59;35.3
307.200;59;37.6
320.000;59;38.4
332.800;59;39.2
345.600;59;40.7
358.400;59;41.2
371.200;59;41.6
384.000;60;40.1
396.800;60;41.0
409.600;61;41.0
422.400;61;40.1
435.200;61;39.4
448.000;62;38.5
460.800;61;37.7
473.600;62;37.4
486.400;62;36.0
499.200;62;35.7
512.000;61;36.2
524.800;61;36.2
537.600;61;35.5
550.400;60;35.7
563.200;60;35.7
576.000;60;37.0
588.800;60;36.2
601.600;60;35.3
614.400;61;35.0
627.200;60;35.0
640.000;60;35.2
652.800;60;35.3
665.600;60;34.7
678.400;60;34.9
691.200;59;35.9
704.000;59;37.2
716.800;59;36.5
729.600;60;34.8
742.400;61;35.0
755.200;61;34.6
768.000;60;34.6
780.800;60;35.2
793.600;59;36.8
806.400;59;37.2
819.200;60;36.9
832.000;60;35.8
844.800;60;36.5
857.600;57;41.8
870.400;59;39.4
883.200;60;36.6
896.000;62;35.3
908.800;61;35.3
921.600;61;34.5
934.400;62;33.2
947.200;61;33.1
960.000;61;33.4
972.800;61;33.2
985.600;61;31.4
998.400;60;32.7
1011.200;61;31.7
1024.000;61;30.6
1036.800;61;30.5
1049.600;60;31.6
1062.400;59;32.3
1075.200;59;32.4
1088.000;59;31.5
1100.800;60;31.2
1113.600;60;31.5
1126.400;60;29.9
1139.200;61;28.6
1152.000;62;27.2
1164.800;61;28.4
1177.600;59;29.4
1190.400;60;29.3
1203.200;60;28.7
1216.000;60;29.6
1228.800;58;31.1
1241.600;58;31.3
1254.400;58;32.2
1267.200;58;34.1
1280.000;58;35.3
1292.800;58;36.1
1305.600;58;37.1
1318.400;58;38.7
1331.200;58;39.4
1344.000;59;39.4
1356.800;59;39.8
1369.600;60;39.3
1382.400;61;37.3
1395.200;62;36.3
1408.000;62;35.9
1420.800;61;37.6
1433.600;62;35.1
1446.400;62;34.8
1459.200;62;34.3
1472.000;62;33.2
1484.800;62;32.4
1497.600;62;31.8
1510.400;61;32.0
1523.200;61;31.7
1536.000;61;32.1
1548.800;60;32.8
1561.600;59;33.2
1574.400;60;33.4
1587.200;60;33.0
1600.000;59;33.8
1612.800;59;34.6
1625.600;59;34.1
1638.400;60;34.5
1651.200;60;33.9
1664.000;59;34.6
1676.800;60;34.9
1689.600;60;34.2
1702.400;59;36.0
1715.200;58;38.2
1728.000;58;39.0
1740.800;59;37.2
1753.600;60;36.9
1766.400;61;35.0
1779.200;61;34.6
1792.000;61;34.7
1804.800;59;37.1
1817.600;59;37.0
1830.400;60;36.2
