Date:;2020-07-08 21:26:12
Firmware Version:;0x0120;0x6150;0x0000;0x0000
EPOS Studio Version:;3.6.1.0
Index:;0x30D3;0x30D2;0x0000;0x0000
Subindex:;0x01;0x01;0x00;0x00
Max. samples:;500
Recorded samples:;500
Sampling period:;51.200
Scale:;0;True;0.500;-10.000;8.000;12.000
Scale:;1;True;2.000;-34.750;26.750;42.750
Trigger:;1;0.000000;"Parameter values";"Channel 1";"Rising above value"
TriggerAttributes:;1;4;0x30D3;0x01;0.000000
;Velocity actual value averaged;Torque actual value averaged
ms;rpm;%
0.000;10;36.4
51.200;10;37.9
102.400;10;37.2
153.600;10;37.9
204.800;10;38.2
256.000;10;39.1
307.200;10;37.7
358.400;10;38.7
409.600;10;38.8
460.800;10;39.0
512.000;10;38.5
563.200;10;38.6
614.400;10;39.7
665.600;10;39.4
716.800;10;39.6
768.000;11;37.2
819.200;10;36.9
870.400;10;35.8
921.600;10;36.5
972.800;10;37.5
1024.000;11;36.3
1075.200;10;35.9
1126.400;10;36.0
1177.600;10;36.1
1228.800;10;36.7
1280.000;9;37.5
1331.200;11;34.2
1382.400;9;35.9
1433.600;9;36.9
1484.800;10;34.2
1536.000;11;33.8
1587.200;10;33.5
1638.400;9;34.3
1689.600;10;33.0
1740.800;10;32.0
1792.000;10;31.4
1843.200;10;31.5
1894.400;10;32.1
1945.600;9;34.2
1996.800;11;31.1
2048.000;10;31.0
2099.200;9;32.1
2150.400;9;32.4
2201.600;9;34.2
2252.800;11;31.7
2304.000;10;32.2
2355.200;10;32.0
2406.400;10;32.8
2457.600;10;32.4
2508.800;10;31.4
2560.000;10;31.6
2611.200;10;31.7
2662.400;10;31.8
2713.600;9;33.1
2764.800;10;33.6
2816.000;10;34.3
2867.200;10;34.1
2918.400;10;34.5
2969.600;10;34.9
3020.800;9;36.8
3072.000;10;36.5
3123.200;10;36.0
3174.400;11;35.5
3225.600;10;36.3
3276.800;10;36.8
3328.000;10;36.5
3379.200;10;36.3
3430.400;10;36.0
3481.600;10;36.9
3532.800;10;37.1
3584.000;11;36.2
3635.200;10;35.4
3686.400;10;34.8
3737.600;10;35.2
3788.800;10;34.6
3840.000;10;35.3
3891.200;10;35.3
3942.400;10;36.0
3993.600;10;35.8
4044.800;10;35.6
4096.000;10;35.3
4147.200;10;34.4
4198.400;11;34.1
4249.600;10;33.8
4300.800;10;34.5
4352.000;10;34.6
4403.200;10;34.5
4454.400;10;33.4
4505.600;9;34.7
4556.800;10;34.5
4608.000;10;35.8
4659.200;10;36.5
4710.400;11;34.4
4761.600;10;34.5
4812.800;10;35.0
4864.000;10;35.9
4915.200;10;36.8
4966.400;11;36.3
5017.600;11;36.1
5068.800;10;36.5
5120.000;10;35.3
5171.200;10;36.7
5222.400;10;35.6
5273.600;10;34.3
5324.800;10;34.8
5376.000;10;35.7
5427.200;10;35.6
5478.400;10;37.0
5529.600;10;34.8
5580.800;9;37.6
5632.000;10;37.2
5683.200;11;37.0
5734.400;10;37.7
5785.600;9;39.3
5836.800;10;39.3
5888.000;11;37.2
5939.200;10;36.3
5990.400;10;36.9
6041.600;11;36.1
6092.800;10;36.2
6144.000;10;36.6
6195.200;10;36.6
6246.400;10;38.1
6297.600;10;37.8
6348.800;10;37.9
6400.000;10;39.7
6451.200;10;39.3
6502.400;11;37.0
6553.600;9;39.1
6604.800;10;39.4
6656.000;10;37.9
6707.200;11;36.0
6758.400;10;36.6
6809.600;10;36.6
6860.800;10;34.9
6912.000;11;33.9
6963.200;10;33.7
7014.400;10;32.6
7065.600;9;34.1
7116.800;10;34.1
7168.000;9;35.6
7219.200;10;34.2
7270.400;10;33.8
7321.600;10;35.2
7372.800;11;33.7
7424.000;11;31.6
7475.200;10;30.9
7526.400;10;31.1
7577.600;10;30.8
7628.800;10;31.7
7680.000;10;30.9
7731.200;11;29.1
7782.400;9;30.9
7833.600;10;30.7
7884.800;10;30.5
7936.000;10;31.1
7987.200;10;30.6
8038.400;10;29.8
8089.600;9;32.5
8140.800;10;31.2
8192.000;10;31.2
8243.200;9;32.2
8294.400;10;31.8
8345.600;10;31.4
8396.800;10;30.8
8448.000;10;30.8
8499.200;10;31.4
8550.400;10;30.6
8601.600;10;31.0
8652.800;10;31.2
8704.000;10;32.1
8755.200;10;32.5
8806.400;10;33.3
8857.600;10;32.6
8908.800;10;32.0
8960.000;10;32.5
9011.200;10;34.1
9062.400;10;34.7
9113.600;10;35.9
9164.800;10;36.7
9216.000;10;36.3
9267.200;10;36.3
9318.400;10;35.9
9369.600;10;36.6
9420.800;9;38.6
9472.000;10;39.3
9523.200;11;37.2
9574.400;10;37.2
9625.600;10;37.1
9676.800;10;36.9
9728.000;10;36.1
9779.200;11;34.8
9830.400;10;35.5
9881.600;10;35.5
9932.800;10;35.1
9984.000;10;34.1
10035.200;10;35.0
10086.400;10;35.4
10137.600;10;35.1
10188.800;10;35.1
10240.000;10;33.9
10291.200;10;34.5
10342.400;10;33.9
10393.600;10;34.4
10444.800;10;34.3
10496.000;10;34.8
10547.200;10;34.6
10598.400;10;33.4
10649.600;10;33.5
10700.800;9;34.1
10752.000;10;33.9
10803.200;10;34.1
10854.400;11;33.3
10905.600;10;33.8
10956.800;10;33.8
11008.000;9;34.5
11059.200;10;33.8
11110.400;10;34.2
11161.600;10;35.0
11212.800;10;35.4
11264.000;10;35.5
11315.200;10;37.1
11366.400;10;37.1
11417.600;10;37.6
11468.800;10;36.4
11520.000;10;37.0
11571.200;10;38.0
11622.400;10;36.9
11673.600;10;36.8
11724.800;10;37.3
11776.000;10;36.0
11827.200;10;36.2
11878.400;10;37.2
11929.600;10;36.6
11980.800;10;37.3
12032.000;9;39.4
12083.200;9;40.4
12134.400;10;39.8
12185.600;11;38.3
12236.800;11;37.2
12288.000;10;36.6
12339.200;9;37.6
12390.400;10;37.5
12441.600;9;38.0
12492.800;10;36.4
12544.000;11;35.8
12595.200;10;35.9
12646.400;10;35.9
12697.600;10;36.1
12748.800;9;36.6
12800.000;10;36.3
12851.200;10;36.8
12902.400;10;37.5
12953.600;10;37.8
13004.800;10;36.9
13056.000;10;35.5
13107.200;10;36.7
13158.400;10;35.7
13209.600;10;36.4
13260.800;10;35.8
13312.000;11;34.9
13363.200;11;33.6
13414.400;10;33.4
13465.600;9;33.7
13516.800;10;32.3
13568.000;10;31.6
13619.200;10;31.4
