Date:;2020-07-08 21:13:59
Firmware Version:;0x0120;0x6150;0x0000;0x0000
EPOS Studio Version:;3.6.1.0
Index:;0x30D3;0x30D2;0x0000;0x0000
Subindex:;0x01;0x01;0x00;0x00
Max. samples:;500
Recorded samples:;500
Sampling period:;12.800
Scale:;0;True;2.000;89.500;-97.500;-81.500
Scale:;1;True;5.000;28.100;-48.100;-8.100
Trigger:;1;0.000000;"Parameter values";"Channel 1";"Rising above value"
TriggerAttributes:;1;4;0x30D3;0x01;0.000000
;Velocity actual value averaged;Torque actual value averaged
ms;rpm;%
0.000;-88;-37.6
12.800;-90;-36.3
25.600;-91;-34.9
38.400;-93;-31.1
51.200;-95;-28.2
64.000;-95;-26.1
76.800;-94;-25.2
89.600;-93;-27.2
102.400;-93;-23.7
115.200;-94;-18.5
128.000;-93;-20.0
140.800;-92;-20.1
153.600;-91;-19.7
166.400;-88;-23.7
179.200;-86;-27.3
192.000;-87;-27.1
204.800;-89;-23.8
217.600;-89;-24.5
230.400;-87;-30.2
243.200;-88;-28.5
256.000;-90;-24.2
268.800;-90;-24.8
281.600;-89;-28.8
294.400;-90;-26.9
307.200;-89;-28.4
320.000;-91;-24.9
332.800;-93;-21.7
345.600;-91;-24.2
358.400;-90;-26.9
371.200;-88;-27.4
384.000;-88;-30.6
396.800;-89;-27.1
409.600;-91;-25.1
422.400;-91;-23.6
435.200;-91;-23.6
448.000;-91;-24.0
460.800;-91;-24.1
473.600;-91;-22.5
486.400;-91;-22.6
499.200;-90;-24.2
512.000;-89;-25.6
524.800;-89;-24.3
537.600;-89;-25.9
550.400;-89;-25.3
563.200;-89;-26.2
576.000;-89;-25.8
588.800;-90;-25.2
601.600;-90;-25.9
614.400;-90;-26.2
627.200;-90;-26.0
640.000;-91;-24.2
652.800;-91;-23.5
665.600;-91;-24.1
678.400;-90;-25.3
691.200;-88;-28.2
704.000;-87;-30.7
716.800;-87;-30.9
729.600;-90;-27.7
742.400;-90;-27.6
755.200;-91;-27.2
768.000;-92;-24.8
780.800;-92;-24.0
793.600;-91;-25.0
806.400;-91;-24.8
819.200;-91;-25.2
832.000;-90;-25.0
844.800;-89;-26.6
857.600;-89;-28.3
870.400;-90;-24.0
883.200;-90;-26.4
896.000;-90;-26.9
908.800;-88;-30.0
921.600;-89;-28.4
934.400;-90;-26.1
947.200;-88;-31.0
960.000;-90;-27.2
972.800;-91;-25.4
985.600;-92;-25.3
998.400;-91;-25.9
1011.200;-90;-26.1
1024.000;-90;-27.1
1036.800;-91;-25.5
1049.600;-89;-29.9
1062.400;-90;-25.9
1075.200;-91;-24.8
1088.000;-91;-24.9
1100.800;-91;-25.1
1113.600;-91;-24.2
1126.400;-91;-23.8
1139.200;-91;-22.8
1152.000;-91;-22.9
1164.800;-90;-23.6
1177.600;-89;-24.6
1190.400;-89;-25.9
1203.200;-88;-26.6
1216.000;-89;-27.0
1228.800;-89;-27.3
1241.600;-90;-25.8
1254.400;-90;-26.0
1267.200;-90;-26.9
1280.000;-90;-27.0
1292.800;-90;-26.6
1305.600;-89;-29.3
1318.400;-89;-29.3
1331.200;-89;-29.3
1344.000;-90;-28.8
1356.800;-91;-26.6
1369.600;-92;-25.4
1382.400;-92;-24.6
1395.200;-92;-23.1
1408.000;-93;-21.7
1420.800;-92;-21.0
1433.600;-91;-22.9
1446.400;-89;-24.9
1459.200;-89;-24.1
1472.000;-89;-24.8
1484.800;-89;-25.4
1497.600;-90;-24.2
1510.400;-90;-22.9
1523.200;-89;-26.7
1536.000;-90;-24.9
1548.800;-89;-25.8
1561.600;-90;-24.6
1574.400;-90;-24.5
1587.200;-89;-26.1
1600.000;-89;-26.4
1612.800;-90;-26.6
1625.600;-88;-30.2
1638.400;-87;-32.7
1651.200;-88;-30.1
1664.000;-91;-25.6
1676.800;-91;-27.1
1689.600;-90;-30.4
1702.400;-91;-27.6
1715.200;-90;-29.0
1728.000;-90;-29.5
1740.800;-90;-30.3
1753.600;-90;-29.1
1766.400;-91;-28.7
1779.200;-92;-25.2
1792.000;-93;-23.8
1804.800;-93;-22.5
1817.600;-93;-21.9
1830.400;-91;-23.5
1843.200;-90;-25.2
1856.000;-89;-26.2
1868.800;-88;-28.9
1881.600;-87;-31.4
1894.400;-86;-33.3
1907.200;-86;-34.9
1920.000;-86;-35.9
1932.800;-88;-35.8
1945.600;-89;-36.8
1958.400;-90;-36.3
1971.200;-91;-34.5
1984.000;-92;-32.8
1996.800;-92;-32.7
2009.600;-92;-33.1
2022.400;-92;-31.3
2035.200;-93;-29.3
2048.000;-95;-24.3
2060.800;-96;-21.8
2073.600;-95;-20.3
2086.400;-93;-21.1
2099.200;-92;-21.4
2112.000;-90;-23.2
2124.800;-88;-24.5
2137.600;-88;-24.8
2150.400;-88;-25.5
2163.200;-89;-24.7
2176.000;-89;-23.9
2188.800;-89;-26.2
2201.600;-91;-21.1
2214.400;-92;-19.6
2227.200;-92;-20.6
2240.000;-90;-22.1
2252.800;-89;-23.1
2265.600;-88;-24.6
2278.400;-88;-26.1
2291.200;-87;-27.7
2304.000;-86;-30.0
2316.800;-86;-33.0
2329.600;-88;-30.3
2342.400;-92;-24.8
2355.200;-92;-25.2
2368.000;-91;-26.2
2380.800;-91;-27.2
2393.600;-90;-27.1
2406.400;-90;-27.3
2419.200;-89;-29.5
2432.000;-90;-27.9
2444.800;-91;-26.0
2457.600;-92;-24.7
2470.400;-92;-24.1
2483.200;-92;-23.5
2496.000;-91;-24.7
2508.800;-89;-25.5
2521.600;-89;-25.6
2534.400;-89;-25.4
2547.200;-90;-25.4
2560.000;-90;-25.3
2572.800;-90;-25.7
2585.600;-90;-26.8
2598.400;-90;-24.4
2611.200;-90;-25.6
2624.000;-89;-27.2
2636.800;-90;-26.0
2649.600;-89;-27.4
2662.400;-89;-29.7
2675.200;-88;-29.6
2688.000;-90;-29.0
2700.800;-91;-27.4
2713.600;-92;-25.0
2726.400;-92;-23.4
2739.200;-92;-22.6
2752.000;-92;-22.1
2764.800;-92;-20.5
2777.600;-91;-22.4
2790.400;-90;-22.6
2803.200;-90;-22.2
2816.000;-89;-24.5
2828.800;-88;-24.1
2841.600;-88;-27.3
2854.400;-88;-27.0
2867.200;-91;-20.7
2880.000;-92;-19.3
2892.800;-92;-19.8
2905.600;-91;-21.7
2918.400;-88;-25.5
2931.200;-87;-26.2
2944.000;-88;-26.7
2956.800;-87;-29.0
2969.600;-88;-27.9
2982.400;-89;-28.4
2995.200;-90;-27.9
3008.000;-89;-30.2
3020.800;-87;-34.0
3033.600;-88;-33.4
3046.400;-90;-31.3
3059.200;-91;-29.0
3072.000;-92;-29.0
3084.800;-91;-29.7
3097.600;-91;-28.1
3110.400;-91;-28.5
3123.200;-92;-27.1
3136.000;-92;-24.3
3148.800;-91;-27.9
3161.600;-91;-26.4
3174.400;-90;-27.3
3187.200;-89;-28.6
3200.000;-88;-29.8
3212.800;-88;-30.5
3225.600;-89;-30.2
3238.400;-89;-30.4
3251.200;-91;-28.6
3264.000;-92;-25.7
3276.800;-92;-25.5
3289.600;-91;-26.4
3302.400;-91;-26.0
