Date:;2020-07-08 21:24:28
Firmware Version:;0x0120;0x6150;0x0000;0x0000
EPOS Studio Version:;3.6.1.0
Index:;0x30D3;0x30D2;0x0000;0x0000
Subindex:;0x01;0x01;0x00;0x00
Max. samples:;500
Recorded samples:;500
Sampling period:;51.200
Scale:;0;True;1.000;10.000;-14.000;-6.000
Scale:;1;True;5.000;29.650;-49.650;-9.650
Trigger:;1;0.000000;"Parameter values";"Channel 1";"Rising above value"
TriggerAttributes:;1;4;0x30D3;0x01;0.000000
;Velocity actual value averaged;Torque actual value averaged
ms;rpm;%
0.000;-10;-32.0
51.200;-10;-32.6
102.400;-10;-33.3
153.600;-10;-33.8
204.800;-11;-32.3
256.000;-10;-34.6
307.200;-10;-33.6
358.400;-10;-35.2
409.600;-10;-35.3
460.800;-10;-35.2
512.000;-10;-35.2
563.200;-10;-34.9
614.400;-10;-34.8
665.600;-11;-34.2
716.800;-10;-33.4
768.000;-10;-32.4
819.200;-11;-30.3
870.400;-10;-29.0
921.600;-10;-27.9
972.800;-10;-27.5
1024.000;-9;-28.7
1075.200;-10;-28.2
1126.400;-10;-28.4
1177.600;-10;-28.6
1228.800;-10;-28.3
1280.000;-10;-27.7
1331.200;-10;-28.3
1382.400;-10;-27.6
1433.600;-10;-27.3
1484.800;-10;-27.7
1536.000;-10;-27.0
1587.200;-10;-26.7
1638.400;-10;-27.2
1689.600;-10;-27.6
1740.800;-10;-27.2
1792.000;-10;-27.7
1843.200;-10;-27.0
1894.400;-10;-27.1
1945.600;-10;-25.9
1996.800;-10;-26.0
2048.000;-10;-26.0
2099.200;-10;-25.6
2150.400;-10;-25.2
2201.600;-10;-25.4
2252.800;-10;-24.5
2304.000;-10;-24.8
2355.200;-10;-25.2
2406.400;-10;-25.0
2457.600;-10;-24.8
2508.800;-10;-24.4
2560.000;-10;-24.3
2611.200;-10;-25.4
2662.400;-10;-24.9
2713.600;-10;-25.9
2764.800;-10;-26.1
2816.000;-10;-26.2
2867.200;-10;-25.7
2918.400;-10;-25.6
2969.600;-10;-25.2
3020.800;-10;-25.3
3072.000;-10;-25.1
3123.200;-10;-25.1
3174.400;-10;-26.1
3225.600;-10;-25.2
3276.800;-10;-24.9
3328.000;-10;-23.8
3379.200;-10;-24.1
3430.400;-10;-25.3
3481.600;-10;-24.2
3532.800;-10;-24.0
3584.000;-10;-23.5
3635.200;-10;-23.8
3686.400;-10;-24.2
3737.600;-10;-24.3
3788.800;-10;-23.8
3840.000;-10;-24.4
3891.200;-10;-23.6
3942.400;-10;-24.2
3993.600;-10;-24.3
4044.800;-10;-24.5
4096.000;-10;-23.3
