Date:;2020-07-08 21:13:35
Firmware Version:;0x0120;0x6150;0x0000;0x0000
EPOS Studio Version:;3.6.1.0
Index:;0x30D3;0x30D2;0x0000;0x0000
Subindex:;0x01;0x01;0x00;0x00
Max. samples:;500
Recorded samples:;500
Sampling period:;12.800
Scale:;0;True;2.000;-99.500;91.500;107.500
Scale:;1;True;5.000;-34.750;14.750;54.750
Trigger:;1;0.000000;"Parameter values";"Channel 1";"Rising above value"
TriggerAttributes:;1;4;0x30D3;0x01;0.000000
;Velocity actual value averaged;Torque actual value averaged
ms;rpm;%
0.000;99;37.2
12.800;99;36.9
25.600;100;35.2
38.400;101;35.5
51.200;99;38.5
64.000;99;40.1
76.800;99;38.1
89.600;101;36.4
102.400;103;32.7
115.200;103;31.4
128.000;102;32.0
140.800;101;33.1
153.600;101;31.7
166.400;100;31.9
179.200;101;31.0
192.000;100;31.4
204.800;102;27.5
217.600;100;30.0
230.400;99;33.2
243.200;100;29.5
256.000;100;29.0
268.800;101;28.3
281.600;99;30.9
294.400;99;30.9
307.200;100;29.3
320.000;99;32.0
332.800;98;33.4
345.600;97;34.5
358.400;97;37.0
371.200;97;36.9
384.000;98;37.1
396.800;99;38.3
409.600;99;39.3
422.400;99;38.6
435.200;101;37.0
448.000;102;35.3
460.800;101;36.2
473.600;100;38.3
486.400;100;39.7
499.200;102;34.9
512.000;102;33.3
524.800;103;33.1
537.600;102;33.2
550.400;102;32.1
563.200;102;31.8
576.000;101;31.3
588.800;101;30.7
601.600;101;29.5
614.400;100;32.4
627.200;99;32.4
640.000;99;33.2
652.800;97;37.8
665.600;96;39.7
678.400;98;38.0
691.200;100;34.5
704.000;102;32.6
716.800;102;32.3
729.600;103;30.2
742.400;102;29.2
755.200;101;30.7
768.000;99;33.1
780.800;99;33.8
793.600;98;35.2
806.400;98;36.4
819.200;98;36.5
832.000;100;33.8
844.800;101;31.9
857.600;101;33.5
870.400;101;33.1
883.200;100;34.3
896.000;99;34.7
908.800;98;38.7
921.600;98;39.0
934.400;100;36.5
947.200;99;38.8
960.000;99;38.8
972.800;100;38.1
985.600;100;38.8
998.400;101;37.3
1011.200;100;38.5
1024.000;100;39.0
1036.800;101;36.0
1049.600;101;37.4
1062.400;102;34.3
1075.200;102;34.1
1088.000;102;32.6
1100.800;101;33.9
1113.600;100;35.3
1126.400;100;35.1
1139.200;100;33.8
1152.000;100;33.9
1164.800;101;31.8
1177.600;98;36.6
1190.400;96;40.3
1203.200;97;40.4
1216.000;98;39.7
1228.800;99;39.4
1241.600;99;40.5
1254.400;99;40.7
1267.200;100;39.1
1280.000;101;37.6
1292.800;102;36.0
1305.600;103;34.3
1318.400;103;33.1
1331.200;102;33.5
1344.000;102;33.4
1356.800;101;33.8
1369.600;101;33.8
1382.400;101;32.4
1395.200;101;32.4
1408.000;100;32.0
1420.800;100;32.5
1433.600;101;30.8
1446.400;101;30.1
1459.200;101;29.8
1472.000;100;30.1
1484.800;100;29.6
1497.600;98;34.0
1510.400;97;36.5
1523.200;96;37.4
1536.000;97;37.9
1548.800;97;39.0
1561.600;97;40.6
1574.400;97;42.4
1587.200;98;42.1
1600.000;99;41.6
1612.800;100;40.7
1625.600;101;40.7
1638.400;102;39.0
1651.200;102;38.6
1664.000;104;34.0
1676.800;103;35.0
1689.600;102;35.8
1702.400;101;36.1
1715.200;100;36.1
1728.000;101;35.8
1740.800;100;36.4
1753.600;100;36.3
1766.400;100;37.2
1779.200;100;37.5
1792.000;100;37.1
1804.800;100;37.4
1817.600;100;36.5
1830.400;101;35.9
1843.200;100;36.7
1856.000;100;36.8
1868.800;98;40.7
1881.600;98;41.3
1894.400;100;36.2
1907.200;101;37.0
1920.000;102;35.9
1932.800;102;34.8
1945.600;102;33.8
1958.400;102;33.0
1971.200;102;32.1
1984.000;101;32.2
1996.800;100;33.6
2009.600;100;33.0
2022.400;100;32.4
2035.200;101;31.0
2048.000;102;27.4
2060.800;101;30.2
2073.600;100;29.7
2086.400;100;30.0
