Date:;2020-07-08 21:15:22
Firmware Version:;0x0120;0x6150;0x0000;0x0000
EPOS Studio Version:;3.6.1.0
Index:;0x30D3;0x30D2;0x0000;0x0000
Subindex:;0x01;0x01;0x00;0x00
Max. samples:;500
Recorded samples:;500
Sampling period:;12.800
Scale:;0;True;2.000;68.500;-76.500;-60.500
Scale:;1;True;5.000;26.750;-46.750;-6.750
Trigger:;1;0.000000;"Parameter values";"Channel 1";"Rising above value"
TriggerAttributes:;1;4;0x30D3;0x01;0.000000
;Velocity actual value averaged;Torque actual value averaged
ms;rpm;%
0.000;-74;-27.1
12.800;-74;-23.8
25.600;-74;-22.0
38.400;-74;-21.1
51.200;-72;-21.8
64.000;-71;-22.4
76.800;-70;-22.5
89.600;-69;-22.6
102.400;-69;-23.2
115.200;-68;-23.8
128.000;-69;-24.3
140.800;-68;-25.4
153.600;-69;-24.0
166.400;-69;-24.3
179.200;-69;-25.4
192.000;-69;-25.9
204.800;-71;-21.1
217.600;-72;-19.0
230.400;-72;-19.4
243.200;-71;-20.0
256.000;-69;-21.9
268.800;-68;-24.8
281.600;-67;-25.6
294.400;-68;-25.9
307.200;-68;-27.4
320.000;-68;-28.4
332.800;-66;-33.7
345.600;-67;-32.1
358.400;-70;-27.5
371.200;-71;-26.5
384.000;-70;-29.0
396.800;-70;-29.6
409.600;-70;-29.2
422.400;-70;-30.3
435.200;-70;-30.0
448.000;-71;-28.0
460.800;-71;-28.3
473.600;-70;-29.5
486.400;-71;-26.9
499.200;-72;-25.3
512.000;-72;-25.5
524.800;-72;-24.4
537.600;-71;-24.8
550.400;-71;-23.5
563.200;-71;-24.5
576.000;-70;-25.0
588.800;-69;-25.5
601.600;-70;-25.0
614.400;-69;-25.8
627.200;-70;-25.5
640.000;-70;-24.8
652.800;-69;-26.1
665.600;-70;-25.8
678.400;-69;-26.1
691.200;-70;-26.4
704.000;-69;-27.0
716.800;-70;-24.8
729.600;-70;-24.6
742.400;-70;-25.3
755.200;-70;-25.8
768.000;-70;-25.3
780.800;-69;-26.2
793.600;-69;-29.0
806.400;-68;-30.3
819.200;-69;-28.8
832.000;-70;-27.7
844.800;-71;-27.0
857.600;-72;-25.0
870.400;-72;-23.8
883.200;-72;-23.1
896.000;-71;-23.1
908.800;-72;-22.4
921.600;-72;-20.7
934.400;-71;-21.4
947.200;-70;-22.8
960.000;-69;-22.3
972.800;-70;-21.9
985.600;-69;-23.4
998.400;-68;-24.1
1011.200;-68;-24.7
1024.000;-68;-26.6
1036.800;-68;-27.4
1049.600;-70;-23.4
1062.400;-73;-18.6
1075.200;-73;-18.3
1088.000;-72;-20.5
1100.800;-71;-20.0
1113.600;-68;-23.8
1126.400;-65;-30.7
1139.200;-66;-28.6
1152.000;-69;-24.2
1164.800;-68;-29.4
1177.600;-70;-25.9
1190.400;-71;-24.1
1203.200;-70;-25.9
1216.000;-70;-25.9
1228.800;-69;-29.1
1241.600;-67;-33.2
1254.400;-67;-35.0
1267.200;-68;-32.5
1280.000;-70;-31.3
1292.800;-71;-29.2
1305.600;-72;-28.3
1318.400;-73;-26.6
1331.200;-72;-27.3
1344.000;-72;-27.5
1356.800;-72;-26.5
1369.600;-71;-26.6
1382.400;-71;-27.2
1395.200;-71;-26.2
1408.000;-71;-25.9
1420.800;-69;-28.7
1433.600;-70;-26.9
1446.400;-71;-24.1
1459.200;-69;-28.2
1472.000;-68;-30.1
1484.800;-69;-29.3
1497.600;-69;-30.2
1510.400;-69;-31.2
1523.200;-70;-29.3
1536.000;-71;-27.9
1548.800;-72;-25.8
1561.600;-73;-23.1
1574.400;-73;-23.1
1587.200;-72;-24.5
1600.000;-70;-24.8
1612.800;-70;-25.0
1625.600;-70;-25.3
1638.400;-69;-26.7
1651.200;-68;-28.8
1664.000;-68;-28.3
1676.800;-69;-27.2
1689.600;-69;-28.4
1702.400;-67;-33.4
1715.200;-68;-31.7
1728.000;-71;-28.0
1740.800;-72;-26.9
1753.600;-72;-26.9
1766.400;-72;-24.3
