Date:;2020-07-08 21:19:53
Firmware Version:;0x0120;0x6150;0x0000;0x0000
EPOS Studio Version:;3.6.1.0
Index:;0x30D3;0x30D2;0x0000;0x0000
Subindex:;0x01;0x01;0x00;0x00
Max. samples:;500
Recorded samples:;500
Sampling period:;38.400
Scale:;0;True;1.000;30.000;-34.000;-26.000
Scale:;1;True;5.000;28.300;-48.300;-8.300
Trigger:;1;0.000000;"Parameter values";"Channel 1";"Rising above value"
TriggerAttributes:;1;4;0x30D3;0x01;0.000000
;Velocity actual value averaged;Torque actual value averaged
ms;rpm;%
0.000;-29;-24.1
38.400;-30;-24.2
76.800;-30;-24.7
115.200;-30;-24.9
153.600;-30;-25.1
192.000;-30;-25.3
230.400;-30;-25.1
268.800;-31;-23.6
307.200;-30;-24.2
345.600;-31;-22.9
384.000;-30;-21.2
422.400;-30;-20.7
460.800;-29;-23.1
499.200;-29;-23.4
537.600;-29;-25.2
576.000;-29;-26.7
614.400;-29;-28.1
652.800;-31;-26.4
691.200;-31;-24.5
729.600;-31;-24.1
768.000;-30;-23.3
806.400;-30;-22.6
844.800;-30;-22.9
883.200;-30;-23.3
921.600;-30;-22.6
960.000;-29;-23.0
998.400;-30;-23.1
1036.800;-29;-25.6
1075.200;-29;-25.4
1113.600;-32;-21.9
1152.000;-31;-19.9
1190.400;-30;-20.7
1228.800;-27;-26.7
1267.200;-28;-29.0
1305.600;-33;-23.2
1344.000;-30;-27.3
1382.400;-30;-27.5
1420.800;-28;-31.0
1459.200;-29;-32.2
1497.600;-30;-32.5
1536.000;-31;-32.5
1574.400;-32;-30.6
1612.800;-32;-28.3
1651.200;-30;-29.4
1689.600;-31;-28.3
1728.000;-30;-28.7
1766.400;-30;-27.7
1804.800;-30;-26.7
1843.200;-29;-27.4
1881.600;-29;-26.7
1920.000;-29;-27.6
1958.400;-30;-27.9
1996.800;-30;-27.9
2035.200;-31;-24.6
2073.600;-29;-27.2
2112.000;-30;-26.7
2150.400;-29;-28.1
2188.800;-30;-27.4
2227.200;-31;-25.0
2265.600;-31;-23.1
2304.000;-29;-25.3
2342.400;-29;-25.2
2380.800;-30;-26.0
2419.200;-29;-27.4
2457.600;-30;-26.2
2496.000;-30;-26.7
2534.400;-30;-27.1
2572.800;-29;-28.8
2611.200;-29;-29.6
2649.600;-31;-28.3
2688.000;-32;-26.2
2726.400;-30;-26.4
2764.800;-31;-25.1
2803.200;-30;-24.0
2841.600;-29;-24.5
2880.000;-29;-25.7
2918.400;-31;-24.3
2956.800;-30;-24.4
2995.200;-30;-24.6
3033.600;-29;-26.4
3072.000;-30;-24.6
3110.400;-31;-22.1
3148.800;-30;-23.3
3187.200;-29;-24.7
3225.600;-31;-22.4
3264.000;-28;-28.5
3302.400;-30;-27.1
3340.800;-29;-27.7
3379.200;-30;-28.1
3417.600;-30;-29.5
3456.000;-30;-29.2
3494.400;-29;-30.8
3532.800;-30;-32.0
3571.200;-30;-33.5
3609.600;-30;-33.0
3648.000;-31;-32.0
3686.400;-31;-31.8
3724.800;-30;-31.9
3763.200;-31;-29.2
3801.600;-31;-28.0
3840.000;-30;-28.7
3878.400;-31;-27.2
3916.800;-30;-26.5
3955.200;-30;-26.6
3993.600;-30;-26.0
4032.000;-30;-25.9
4070.400;-30;-26.1
4108.800;-29;-26.8
4147.200;-30;-26.2
4185.600;-30;-25.8
4224.000;-30;-24.7
4262.400;-30;-24.6
4300.800;-30;-24.3
4339.200;-30;-23.9
4377.600;-30;-25.0
4416.000;-29;-25.2
4454.400;-30;-25.6
4492.800;-30;-24.5
4531.200;-30;-25.0
4569.600;-30;-24.0
4608.000;-30;-24.3
4646.400;-30;-23.9
4684.800;-30;-23.1
4723.200;-30;-24.5
4761.600;-30;-23.7
4800.000;-30;-23.4
4838.400;-30;-23.7
4876.800;-30;-23.5
4915.200;-30;-22.7
4953.600;-29;-23.6
4992.000;-29;-23.9
5030.400;-30;-24.2
5068.800;-30;-24.8
5107.200;-30;-25.5
5145.600;-31;-25.2
5184.000;-31;-22.8
5222.400;-27;-29.7
5260.800;-29;-29.6
5299.200;-30;-30.8
5337.600;-30;-32.4
5376.000;-31;-30.3
5414.400;-31;-30.3
5452.800;-30;-32.9
5491.200;-30;-33.1
5529.600;-30;-33.7
5568.000;-31;-31.9
5606.400;-30;-33.4
5644.800;-30;-33.7
5683.200;-30;-34.1
5721.600;-31;-30.8
5760.000;-30;-31.4
5798.400;-31;-29.1
5836.800;-31;-27.9
5875.200;-30;-26.9
5913.600;-30;-27.1
5952.000;-30;-25.7
5990.400;-30;-25.5
6028.800;-29;-25.4
6067.200;-30;-24.8
6105.600;-30;-24.9
6144.000;-29;-26.6
6182.400;-29;-27.0
6220.800;-31;-24.0
6259.200;-29;-27.8
6297.600;-30;-25.7
6336.000;-32;-22.0
6374.400;-30;-23.2
6412.800;-29;-23.8
6451.200;-30;-24.1
6489.600;-30;-24.1
6528.000;-30;-24.3
6566.400;-30;-23.8
6604.800;-30;-23.8
6643.200;-30;-23.4
6681.600;-30;-22.8
6720.000;-30;-22.7
6758.400;-30;-23.0
6796.800;-29;-22.8
6835.200;-30;-22.2
6873.600;-30;-22.7
6912.000;-30;-23.4
6950.400;-30;-22.6
6988.800;-30;-22.6
7027.200;-28;-26.7
7065.600;-29;-26.9
7104.000;-30;-26.5
7142.400;-32;-22.7
7180.800;-32;-21.3
7219.200;-30;-22.1
7257.600;-28;-26.2
7296.000;-29;-27.4
7334.400;-31;-28.3
7372.800;-31;-27.2
7411.200;-31;-26.3
7449.600;-29;-30.0
7488.000;-31;-27.9
7526.400;-30;-29.5
7564.800;-30;-29.6
7603.200;-31;-29.6
7641.600;-30;-30.1
7680.000;-30;-28.5
7718.400;-31;-27.2
7756.800;-30;-27.2
7795.200;-30;-26.9
7833.600;-30;-25.5
7872.000;-30;-25.0
7910.400;-30;-25.7
7948.800;-30;-24.7
7987.200;-30;-25.5
8025.600;-29;-27.0
8064.000;-30;-27.3
8102.400;-30;-27.2
8140.800;-30;-27.3
8179.200;-31;-26.1
8217.600;-30;-28.5
8256.000;-29;-30.8
8294.400;-30;-31.3
8332.800;-30;-32.6
8371.200;-30;-32.8
8409.600;-31;-31.5
8448.000;-30;-32.8
8486.400;-30;-33.1
8524.800;-30;-32.7
8563.200;-31;-30.9
8601.600;-31;-29.9
8640.000;-30;-30.4
8678.400;-31;-28.4
8716.800;-30;-27.3
8755.200;-31;-24.5
8793.600;-30;-23.9
8832.000;-30;-23.1
8870.400;-29;-23.1
8908.800;-30;-21.5
8947.200;-29;-23.6
8985.600;-30;-22.7
9024.000;-30;-23.3
9062.400;-30;-23.1
9100.800;-28;-26.1
9139.200;-31;-22.0
9177.600;-30;-24.2
9216.000;-30;-24.8
9254.400;-27;-30.6
9292.800;-31;-29.0
9331.200;-30;-30.6
9369.600;-31;-28.2
9408.000;-30;-29.6
9446.400;-30;-31.0
9484.800;-30;-31.9
9523.200;-31;-30.8
9561.600;-30;-32.4
9600.000;-30;-32.2
9638.400;-30;-33.1
9676.800;-30;-33.8
9715.200;-31;-31.7
9753.600;-31;-29.6
9792.000;-31;-28.3
9830.400;-30;-28.4
9868.800;-30;-27.2
9907.200;-30;-27.0
9945.600;-29;-27.5
9984.000;-30;-27.0
10022.400;-29;-28.1
10060.800;-29;-29.0
10099.200;-30;-29.0
10137.600;-30;-28.7
10176.000;-30;-29.4
10214.400;-30;-30.1
10252.800;-31;-28.0
10291.200;-29;-31.4
10329.600;-30;-30.5
10368.000;-30;-30.1
10406.400;-31;-29.0
10444.800;-32;-26.1
10483.200;-31;-24.3
10521.600;-29;-25.1
10560.000;-29;-26.4
10598.400;-30;-25.5
10636.800;-30;-25.0
10675.200;-30;-26.0
10713.600;-31;-24.7
10752.000;-30;-25.5
10790.400;-30;-25.1
10828.800;-30;-24.4
10867.200;-30;-24.1
10905.600;-29;-24.7
10944.000;-30;-25.9
10982.400;-30;-25.2
11020.800;-30;-26.2
11059.200;-30;-26.4
11097.600;-30;-25.9
11136.000;-31;-23.9
11174.400;-31;-22.1
11212.800;-28;-29.2
11251.200;-29;-28.3
11289.600;-29;-31.2
11328.000;-30;-30.1
11366.400;-31;-30.4
11404.800;-31;-29.9
11443.200;-31;-29.7
11481.600;-30;-32.1
11520.000;-29;-33.6
11558.400;-30;-34.2
11596.800;-31;-33.4
11635.200;-31;-31.7
11673.600;-32;-30.5
11712.000;-31;-28.1
11750.400;-31;-27.5
11788.800;-30;-27.4
11827.200;-29;-27.2
11865.600;-30;-26.8
11904.000;-30;-26.2
11942.400;-30;-26.6
11980.800;-29;-27.6
12019.200;-29;-28.4
12057.600;-30;-28.1
12096.000;-31;-26.8
12134.400;-30;-26.9
12172.800;-30;-25.7
12211.200;-30;-24.7
12249.600;-29;-26.5
12288.000;-30;-24.8
12326.400;-29;-25.5
12364.800;-29;-27.4
12403.200;-30;-25.9
12441.600;-30;-27.9
12480.000;-31;-25.6
12518.400;-31;-25.4
12556.800;-30;-25.6
12595.200;-30;-26.1
12633.600;-29;-26.2
12672.000;-30;-25.2
12710.400;-30;-24.7
12748.800;-30;-24.4
12787.200;-29;-24.5
12825.600;-30;-22.6
12864.000;-30;-22.8
12902.400;-30;-23.6
12940.800;-29;-24.2
12979.200;-30;-24.1
13017.600;-29;-26.6
13056.000;-29;-26.0
13094.400;-30;-25.7
13132.800;-31;-24.1
13171.200;-29;-28.4
13209.600;-30;-27.0
13248.000;-28;-31.1
13286.400;-31;-28.4
13324.800;-30;-29.4
13363.200;-31;-28.9
13401.600;-30;-30.6
13440.000;-29;-31.5
13478.400;-30;-30.6
13516.800;-29;-32.5
13555.200;-30;-31.9
13593.600;-31;-31.7
13632.000;-31;-31.0
13670.400;-31;-29.6
13708.800;-31;-27.8
13747.200;-30;-27.5
13785.600;-30;-27.6
13824.000;-30;-27.2
13862.400;-30;-28.3
13900.800;-30;-26.8
13939.200;-30;-28.2
13977.600;-30;-28.1
14016.000;-31;-26.4
14054.400;-29;-27.8
14092.800;-30;-28.7
14131.200;-29;-30.5
14169.600;-29;-31.9
14208.000;-30;-31.6
14246.400;-29;-34.2
14284.800;-30;-34.8
14323.200;-30;-36.1
14361.600;-30;-36.7
14400.000;-31;-35.7
14438.400;-31;-35.7
14476.800;-30;-36.1
14515.200;-30;-36.4
14553.600;-31;-33.8
14592.000;-31;-33.8
14630.400;-31;-32.5
14668.800;-30;-31.5
14707.200;-31;-29.3
14745.600;-30;-28.6
14784.000;-31;-26.1
14822.400;-31;-23.6
14860.800;-29;-23.6
14899.200;-30;-23.5
14937.600;-30;-23.5
14976.000;-29;-24.1
15014.400;-29;-24.4
15052.800;-29;-25.0
15091.200;-29;-26.3
15129.600;-30;-25.0
15168.000;-30;-25.2
15206.400;-29;-28.4
15244.800;-31;-25.5
15283.200;-30;-26.6
15321.600;-29;-28.1
15360.000;-29;-28.7
15398.400;-30;-30.0
15436.800;-29;-32.2
15475.200;-30;-33.1
15513.600;-30;-33.0
15552.000;-31;-32.5
15590.400;-31;-31.7
15628.800;-31;-31.7
15667.200;-30;-32.1
15705.600;-32;-28.8
15744.000;-31;-28.4
15782.400;-31;-27.5
15820.800;-30;-26.9
15859.200;-29;-28.3
15897.600;-30;-27.0
15936.000;-29;-28.0
15974.400;-30;-26.3
16012.800;-30;-26.4
