Date:;2020-07-08 21:09:37
Firmware Version:;0x0120;0x6150;0x0000;0x0000
EPOS Studio Version:;3.6.1.0
Index:;0x30D3;0x30D2;0x0000;0x0000
Subindex:;0x01;0x01;0x00;0x00
Max. samples:;500
Recorded samples:;500
Sampling period:;6.400
Scale:;0;True;5.000;197.500;-217.500;-177.500
Scale:;1;True;5.000;38.100;-58.100;-18.100
Trigger:;1;0.000000;"Parameter values";"Channel 1";"Rising above value"
TriggerAttributes:;1;4;0x30D3;0x01;0.000000
;Velocity actual value averaged;Torque actual value averaged
ms;rpm;%
0.000;-199;-31.9
6.400;-201;-30.2
12.800;-201;-29.9
19.200;-201;-31.4
25.600;-200;-32.0
32.000;-200;-32.8
38.400;-200;-31.1
44.800;-201;-29.9
51.200;-201;-28.7
57.600;-201;-29.3
64.000;-200;-29.4
70.400;-200;-29.9
76.800;-199;-31.3
83.200;-199;-32.5
89.600;-198;-33.2
96.000;-198;-32.7
102.400;-199;-31.4
108.800;-198;-33.4
115.200;-197;-35.0
121.600;-198;-33.0
128.000;-199;-31.7
134.400;-199;-32.2
140.800;-198;-35.1
147.200;-196;-39.3
153.600;-196;-40.3
160.000;-197;-37.2
166.400;-198;-36.4
172.800;-199;-34.9
179.200;-200;-32.5
185.600;-201;-30.3
192.000;-202;-28.3
198.400;-201;-30.6
204.800;-200;-32.7
211.200;-200;-32.7
217.600;-199;-33.2
224.000;-198;-35.9
230.400;-197;-37.7
236.800;-199;-34.3
243.200;-199;-31.8
249.600;-200;-31.6
256.000;-200;-31.4
262.400;-200;-31.1
268.800;-199;-32.4
275.200;-197;-36.4
281.600;-196;-40.5
288.000;-195;-42.5
294.400;-196;-41.2
300.800;-198;-36.3
307.200;-199;-34.8
313.600;-200;-35.0
320.000;-200;-34.8
326.400;-200;-34.1
332.800;-201;-32.8
339.200;-201;-33.0
345.600;-202;-31.5
352.000;-202;-28.9
358.400;-202;-29.1
364.800;-202;-30.0
371.200;-201;-31.6
377.600;-200;-32.5
384.000;-199;-33.8
390.400;-198;-34.5
396.800;-197;-36.7
403.200;-196;-38.9
409.600;-195;-39.0
416.000;-197;-37.1
422.400;-198;-35.0
428.800;-199;-33.9
435.200;-200;-33.4
441.600;-200;-34.8
448.000;-199;-34.6
454.400;-200;-33.1
460.800;-202;-29.2
467.200;-202;-28.2
473.600;-202;-29.1
480.000;-202;-30.1
486.400;-200;-31.5
492.800;-200;-32.1
499.200;-199;-31.9
505.600;-199;-30.7
512.000;-199;-32.1
518.400;-198;-33.8
524.800;-199;-32.7
531.200;-199;-30.7
537.600;-200;-29.4
544.000;-200;-29.6
550.400;-200;-30.1
556.800;-199;-30.6
563.200;-198;-31.9
569.600;-198;-32.8
576.000;-198;-33.2
582.400;-197;-33.7
588.800;-197;-34.7
595.200;-196;-38.1
601.600;-197;-36.9
608.000;-197;-34.8
614.400;-197;-37.5
620.800;-197;-36.8
627.200;-200;-32.0
633.600;-201;-28.3
640.000;-201;-30.0
646.400;-200;-32.8
652.800;-199;-34.1
659.200;-200;-32.6
665.600;-200;-30.8
672.000;-200;-29.9
678.400;-200;-30.4
684.800;-200;-31.4
691.200;-199;-32.6
697.600;-198;-33.0
704.000;-198;-33.7
710.400;-198;-34.5
716.800;-197;-36.1
723.200;-197;-36.7
729.600;-198;-34.3
736.000;-199;-32.3
742.400;-199;-32.6
748.800;-198;-35.2
755.200;-199;-35.3
761.600;-201;-31.4
768.000;-202;-27.9
774.400;-202;-27.8
780.800;-201;-28.4
787.200;-202;-27.5
793.600;-202;-25.4
800.000;-202;-26.9
806.400;-201;-27.3
812.800;-201;-27.0
819.200;-200;-27.9
825.600;-199;-28.8
832.000;-199;-29.5
838.400;-199;-28.1
844.800;-199;-27.3
851.200;-198;-29.0
857.600;-198;-29.6
864.000;-198;-30.1
870.400;-197;-30.8
876.800;-197;-31.9
883.200;-196;-33.4
889.600;-194;-37.0
896.000;-194;-39.2
902.400;-195;-36.2
908.800;-197;-35.1
915.200;-197;-35.4
921.600;-197;-36.6
928.000;-197;-37.2
934.400;-198;-34.8
940.800;-200;-32.7
947.200;-201;-31.0
953.600;-202;-29.5
960.000;-202;-29.3
966.400;-202;-29.0
972.800;-201;-30.0
979.200;-200;-30.8
985.600;-201;-30.6
992.000;-200;-30.3
998.400;-200;-30.6
1004.800;-199;-31.8
1011.200;-198;-33.2
1017.600;-196;-37.1
1024.000;-196;-39.3
1030.400;-196;-36.2
1036.800;-197;-36.0
1043.200;-197;-37.8
1049.600;-196;-40.1
1056.000;-197;-38.7
1062.400;-199;-34.8
1068.800;-201;-30.0
1075.200;-203;-29.0
1081.600;-203;-28.0
1088.000;-203;-27.3
1094.400;-203;-26.8
1100.800;-203;-27.5
1107.200;-202;-27.1
1113.600;-201;-28.5
1120.000;-199;-32.6
1126.400;-197;-35.6
1132.800;-198;-31.7
1139.200;-200;-26.6
1145.600;-201;-26.7
1152.000;-200;-27.9
1158.400;-199;-29.7
1164.800;-199;-30.5
1171.200;-198;-32.4
1177.600;-197;-32.8
1184.000;-196;-33.6
1190.400;-196;-34.7
1196.800;-196;-35.4
1203.200;-196;-35.1
1209.600;-196;-35.8
1216.000;-196;-37.7
1222.400;-196;-38.8
1228.800;-196;-38.6
1235.200;-197;-36.6
1241.600;-198;-35.6
1248.000;-199;-35.1
1254.400;-200;-34.3
1260.800;-199;-35.0
1267.200;-199;-35.7
1273.600;-200;-34.9
1280.000;-199;-36.3
1286.400;-199;-37.6
1292.800;-198;-37.1
1299.200;-199;-36.9
1305.600;-199;-35.5
1312.000;-201;-33.7
1318.400;-201;-32.2
1324.800;-202;-30.2
1331.200;-202;-30.1
1337.600;-202;-30.3
1344.000;-201;-30.9
1350.400;-200;-33.7
1356.800;-198;-37.2
1363.200;-197;-38.5
1369.600;-199;-34.4
1376.000;-200;-32.0
1382.400;-201;-30.0
1388.800;-201;-29.4
1395.200;-200;-31.7
1401.600;-199;-33.1
1408.000;-200;-31.9
1414.400;-199;-32.6
1420.800;-198;-34.4
1427.200;-198;-34.0
1433.600;-198;-34.6
1440.000;-199;-32.0
1446.400;-200;-30.1
1452.800;-200;-30.9
1459.200;-199;-31.7
1465.600;-199;-32.4
1472.000;-199;-33.1
1478.400;-197;-35.9
1484.800;-193;-44.9
1491.200;-190;-51.5
1497.600;-191;-50.7
1504.000;-192;-47.5
1510.400;-195;-44.9
1516.800;-197;-42.4
1523.200;-199;-39.7
1529.600;-201;-37.8
1536.000;-202;-35.7
1542.400;-203;-33.7
1548.800;-205;-31.7
1555.200;-205;-30.5
1561.600;-204;-31.2
1568.000;-203;-32.1
1574.400;-202;-32.4
1580.800;-201;-34.4
1587.200;-200;-35.5
1593.600;-200;-34.4
1600.000;-200;-33.3
1606.400;-200;-32.5
1612.800;-201;-31.5
1619.200;-201;-29.7
1625.600;-201;-29.7
1632.000;-200;-32.3
1638.400;-200;-32.4
1644.800;-199;-31.5
1651.200;-198;-33.6
1657.600;-197;-36.5
1664.000;-197;-34.8
1670.400;-198;-33.2
1676.800;-198;-33.5
1683.200;-199;-33.7
1689.600;-199;-33.4
1696.000;-199;-32.2
1702.400;-200;-30.6
1708.800;-201;-29.3
1715.200;-201;-28.2
1721.600;-201;-28.3
1728.000;-200;-30.6
1734.400;-199;-31.5
1740.800;-198;-32.6
1747.200;-199;-31.1
1753.600;-199;-29.7
1760.000;-200;-29.0
1766.400;-198;-31.4
1772.800;-195;-39.3
1779.200;-193;-43.2
1785.600;-194;-39.3
1792.000;-196;-36.6
1798.400;-196;-37.3
1804.800;-197;-38.1
1811.200;-197;-38.3
1817.600;-198;-37.0
1824.000;-200;-34.8
1830.400;-201;-33.5
1836.800;-200;-34.1
1843.200;-202;-31.7
1849.600;-202;-30.1
1856.000;-203;-28.3
1862.400;-203;-27.6
1868.800;-202;-28.5
1875.200;-202;-28.8
1881.600;-200;-31.0
1888.000;-199;-31.6
1894.400;-198;-32.5
1900.800;-198;-33.3
1907.200;-198;-33.3
1913.600;-198;-33.2
1920.000;-198;-33.0
1926.400;-199;-31.2
1932.800;-199;-31.0
1939.200;-199;-30.6
1945.600;-199;-32.2
1952.000;-198;-33.7
1958.400;-197;-34.8
1964.800;-198;-34.6
1971.200;-198;-33.2
1977.600;-199;-31.3
1984.000;-200;-30.7
1990.400;-200;-29.0
1996.800;-201;-26.9
2003.200;-202;-26.3
2009.600;-201;-27.1
2016.000;-201;-27.4
2022.400;-200;-29.4
2028.800;-198;-32.4
2035.200;-196;-35.5
2041.600;-197;-34.1
2048.000;-198;-30.3
2054.400;-199;-28.2
2060.800;-197;-33.4
2067.200;-192;-45.5
2073.600;-192;-45.5
2080.000;-196;-36.5
2086.400;-197;-35.1
2092.800;-197;-37.7
2099.200;-198;-38.1
2105.600;-199;-36.2
2112.000;-200;-34.3
2118.400;-201;-32.3
2124.800;-202;-31.8
2131.200;-202;-31.1
2137.600;-202;-29.7
2144.000;-203;-28.3
2150.400;-202;-28.9
2156.800;-203;-27.9
2163.200;-202;-26.8
2169.600;-202;-27.4
2176.000;-201;-28.9
2182.400;-199;-30.9
2188.800;-198;-32.1
2195.200;-198;-31.6
2201.600;-197;-33.8
2208.000;-197;-33.8
2214.400;-197;-32.4
2220.800;-198;-32.1
2227.200;-199;-30.2
2233.600;-200;-29.0
2240.000;-199;-30.3
2246.400;-199;-30.7
2252.800;-199;-30.7
2259.200;-197;-33.6
2265.600;-197;-33.9
2272.000;-198;-31.7
2278.400;-199;-30.8
2284.800;-199;-30.9
2291.200;-199;-30.0
2297.600;-200;-29.7
2304.000;-199;-29.7
2310.400;-200;-30.4
2316.800;-200;-29.4
2323.200;-200;-28.9
2329.600;-199;-30.5
2336.000;-198;-32.9
2342.400;-199;-30.7
2348.800;-200;-26.8
2355.200;-201;-24.7
2361.600;-199;-28.9
2368.000;-196;-36.6
2374.400;-196;-37.0
2380.800;-196;-34.8
2387.200;-197;-32.4
2393.600;-196;-35.1
2400.000;-196;-37.4
2406.400;-196;-38.7
2412.800;-196;-38.2
2419.200;-197;-36.1
2425.600;-200;-31.6
2432.000;-201;-30.4
2438.400;-202;-29.2
2444.800;-202;-29.7
2451.200;-202;-29.9
2457.600;-202;-29.2
2464.000;-201;-29.5
2470.400;-200;-30.9
2476.800;-199;-32.4
2483.200;-198;-34.2
2489.600;-199;-32.7
2496.000;-199;-30.0
2502.400;-199;-30.5
2508.800;-199;-31.8
2515.200;-199;-31.7
2521.600;-198;-33.1
2528.000;-199;-31.7
2534.400;-201;-28.3
2540.800;-201;-27.4
2547.200;-201;-28.0
2553.600;-200;-28.8
2560.000;-197;-33.5
2566.400;-197;-35.5
2572.800;-197;-32.8
2579.200;-198;-30.8
2585.600;-199;-31.3
2592.000;-199;-31.8
2598.400;-199;-31.7
2604.800;-199;-31.8
2611.200;-198;-33.1
2617.600;-197;-34.1
2624.000;-198;-34.3
2630.400;-198;-33.4
2636.800;-199;-32.1
2643.200;-200;-30.0
2649.600;-202;-25.9
2656.000;-203;-24.8
2662.400;-202;-25.8
2668.800;-200;-29.4
2675.200;-196;-37.8
2681.600;-194;-41.5
2688.000;-196;-37.1
2694.400;-196;-36.2
2700.800;-195;-39.5
2707.200;-194;-42.6
2713.600;-196;-40.8
2720.000;-197;-37.8
2726.400;-199;-34.5
2732.800;-202;-31.0
2739.200;-202;-29.4
2745.600;-203;-28.9
2752.000;-203;-29.4
2758.400;-202;-30.3
2764.800;-202;-29.7
2771.200;-201;-29.5
2777.600;-201;-29.9
2784.000;-201;-29.8
2790.400;-199;-32.3
2796.800;-198;-34.0
2803.200;-198;-32.8
2809.600;-199;-31.5
2816.000;-199;-30.7
2822.400;-199;-30.7
2828.800;-199;-31.3
2835.200;-199;-32.2
2841.600;-198;-33.2
2848.000;-198;-33.1
2854.400;-198;-32.5
2860.800;-198;-32.8
2867.200;-199;-32.8
2873.600;-200;-30.3
2880.000;-200;-29.7
2886.400;-200;-30.8
2892.800;-200;-29.5
2899.200;-201;-28.5
2905.600;-201;-27.8
2912.000;-200;-28.5
2918.400;-199;-31.0
2924.800;-198;-32.3
2931.200;-198;-32.9
2937.600;-197;-33.0
2944.000;-199;-29.7
2950.400;-201;-25.1
2956.800;-201;-26.4
2963.200;-199;-30.3
2969.600;-197;-34.8
2976.000;-196;-36.3
2982.400;-196;-36.2
2988.800;-196;-36.6
2995.200;-196;-36.9
3001.600;-196;-37.0
3008.000;-197;-36.6
3014.400;-198;-34.3
3020.800;-199;-32.5
3027.200;-200;-32.2
3033.600;-201;-31.7
3040.000;-201;-31.3
3046.400;-201;-30.7
3052.800;-201;-30.2
3059.200;-202;-27.7
3065.600;-202;-27.9
3072.000;-201;-29.2
