Date:;2020-07-09 22:24:53
Firmware Version:;0x0120;0x6150;0x0000;0x0000
EPOS Studio Version:;3.6.1.0
Index:;0x30D3;0x30D2;0x0000;0x0000
Subindex:;0x01;0x01;0x00;0x00
Max. samples:;500
Recorded samples:;500
Sampling period:;51.200
Scale:;0;True;0.500;-10.000;8.000;12.000
Scale:;1;True;5.000;-50.850;30.850;70.850
Trigger:;1;0.000000;"Parameter values";"Channel 1";"Rising above value"
TriggerAttributes:;1;4;0x30D3;0x01;0.000000
;Velocity actual value averaged;Torque actual value averaged
ms;rpm;%
0.000;11;52.8
51.200;10;54.5
102.400;10;54.0
153.600;10;53.8
204.800;10;55.4
256.000;10;58.1
307.200;10;57.7
358.400;10;60.0
409.600;10;59.5
460.800;9;62.2
512.000;11;58.3
563.200;10;58.5
614.400;10;60.6
665.600;10;60.2
716.800;10;60.9
768.000;10;60.5
819.200;10;60.7
870.400;10;60.7
921.600;10;59.9
972.800;10;59.0
1024.000;10;58.3
1075.200;10;57.6
1126.400;10;60.0
1177.600;10;55.5
1228.800;10;54.1
1280.000;10;55.9
1331.200;10;54.5
1382.400;10;56.2
1433.600;10;54.6
1484.800;10;54.4
1536.000;10;55.5
1587.200;10;58.5
1638.400;9;60.6
1689.600;10;59.5
1740.800;10;58.8
1792.000;11;54.0
1843.200;10;53.4
1894.400;10;53.2
1945.600;10;51.5
1996.800;10;49.8
2048.000;11;47.8
2099.200;10;49.0
2150.400;9;51.5
2201.600;10;51.5
2252.800;9;55.1
2304.000;10;54.1
2355.200;10;53.9
2406.400;10;53.8
2457.600;11;52.8
2508.800;10;53.1
2560.000;11;49.2
2611.200;10;49.3
2662.400;10;49.0
2713.600;10;48.5
2764.800;9;50.5
2816.000;10;50.6
2867.200;10;48.5
2918.400;10;49.3
2969.600;10;49.5
3020.800;10;48.6
3072.000;10;48.6
3123.200;10;46.6
3174.400;10;47.6
3225.600;10;49.8
3276.800;10;49.6
3328.000;10;47.8
3379.200;10;44.5
3430.400;10;44.4
3481.600;10;43.1
3532.800;10;43.8
3584.000;10;44.2
3635.200;10;44.3
3686.400;10;42.4
3737.600;10;43.5
3788.800;10;43.8
3840.000;10;44.6
3891.200;10;45.1
3942.400;10;46.2
3993.600;10;45.4
4044.800;10;45.2
4096.000;10;46.9
4147.200;10;46.6
4198.400;10;47.2
4249.600;10;45.3
4300.800;10;46.2
4352.000;10;45.1
4403.200;10;45.5
4454.400;10;45.4
4505.600;10;44.6
4556.800;10;44.0
4608.000;10;44.5
4659.200;10;45.0
4710.400;10;45.8
4761.600;10;47.1
4812.800;10;45.9
4864.000;10;45.7
4915.200;10;46.4
4966.400;10;47.2
5017.600;10;47.8
5068.800;10;47.7
5120.000;10;46.2
5171.200;10;47.0
5222.400;10;48.8
5273.600;10;47.9
5324.800;10;50.0
5376.000;10;48.0
5427.200;10;49.5
5478.400;10;48.8
5529.600;10;47.4
5580.800;10;47.6
5632.000;10;47.1
5683.200;10;47.5
5734.400;10;48.1
5785.600;10;49.5
5836.800;10;49.5
5888.000;10;50.2
5939.200;10;49.4
5990.400;10;51.7
6041.600;10;53.6
6092.800;10;54.7
6144.000;10;54.8
6195.200;10;56.4
6246.400;10;55.9
6297.600;10;56.9
6348.800;10;56.3
6400.000;10;56.7
6451.200;10;57.6
6502.400;11;55.5
6553.600;10;55.6
6604.800;10;55.4
6656.000;10;55.5
6707.200;10;55.3
6758.400;10;55.4
6809.600;10;55.5
6860.800;10;56.3
6912.000;10;57.0
6963.200;10;58.3
7014.400;10;58.5
7065.600;10;56.6
7116.800;10;56.0
7168.000;10;55.9
7219.200;11;54.3
7270.400;10;53.3
7321.600;10;52.8
7372.800;10;53.4
7424.000;10;56.1
7475.200;10;54.8
7526.400;10;55.9
7577.600;9;58.1
7628.800;10;57.1
7680.000;10;59.6
7731.200;10;59.0
7782.400;10;57.6
7833.600;10;54.6
7884.800;10;53.1
7936.000;10;52.8
7987.200;10;52.4
8038.400;10;53.4
8089.600;10;50.7
8140.800;10;49.8
8192.000;10;51.4
8243.200;10;49.1
8294.400;10;50.5
8345.600;10;48.5
8396.800;10;47.2
8448.000;10;48.4
8499.200;10;50.3
8550.400;10;50.8
8601.600;10;50.3
8652.800;10;49.2
8704.000;10;47.9
8755.200;10;47.0
8806.400;10;46.7
8857.600;9;47.9
8908.800;9;48.7
8960.000;10;45.5
9011.200;10;47.8
9062.400;10;48.9
9113.600;10;47.6
9164.800;10;49.0
9216.000;10;46.6
9267.200;10;46.5
9318.400;10;46.9
9369.600;10;45.5
9420.800;10;44.6
9472.000;10;42.4
9523.200;10;43.1
9574.400;10;42.8
9625.600;10;41.4
9676.800;10;41.0
9728.000;10;40.8
9779.200;10;39.1
9830.400;10;41.1
9881.600;10;40.8
9932.800;10;42.5
9984.000;10;42.9
10035.200;10;45.8
10086.400;10;47.6
10137.600;10;44.3
10188.800;10;44.8
10240.000;10;45.4
10291.200;10;45.8
10342.400;10;46.1
10393.600;10;45.7
10444.800;10;45.9
10496.000;10;45.4
10547.200;10;44.1
10598.400;10;44.9
10649.600;10;44.9
10700.800;10;45.5
10752.000;10;46.9
10803.200;10;46.7
10854.400;10;47.2
10905.600;10;46.2
10956.800;10;46.8
11008.000;10;46.8
11059.200;10;47.1
11110.400;10;47.7
11161.600;10;47.9
11212.800;10;45.9
11264.000;10;45.9
11315.200;10;47.7
11366.400;10;47.5
11417.600;10;48.0
11468.800;10;46.4
11520.000;10;45.2
11571.200;10;46.3
11622.400;10;45.3
11673.600;10;45.5
11724.800;10;44.6
11776.000;10;45.1
11827.200;10;44.9
11878.400;9;46.9
11929.600;10;48.9
11980.800;10;50.3
12032.000;10;52.5
12083.200;10;51.9
12134.400;10;52.0
12185.600;10;54.3
12236.800;10;57.4
12288.000;10;57.1
12339.200;10;59.1
12390.400;10;58.5
12441.600;10;57.4
12492.800;10;57.1
12544.000;10;56.6
12595.200;10;54.7
12646.400;10;54.2
12697.600;10;55.1
12748.800;10;55.5
12800.000;10;57.3
12851.200;10;58.9
12902.400;10;58.7
12953.600;10;59.3
13004.800;10;59.6
13056.000;10;59.9
13107.200;10;60.0
13158.400;10;56.4
13209.600;10;57.1
13260.800;10;56.7
13312.000;10;56.5
13363.200;10;58.5
13414.400;10;56.7
13465.600;10;55.5
13516.800;10;57.1
13568.000;10;57.6
13619.200;10;59.5
13670.400;10;62.6
13721.600;10;58.7
13772.800;10;58.3
13824.000;10;56.6
13875.200;11;56.2
13926.400;10;52.8
13977.600;10;51.9
14028.800;10;51.4
14080.000;10;51.5
14131.200;10;52.3
14182.400;10;51.0
14233.600;10;51.4
14284.800;10;50.5
14336.000;10;50.5
14387.200;10;51.2
14438.400;10;53.4
14489.600;10;52.3
14540.800;10;50.7
14592.000;10;51.7
14643.200;10;52.2
14694.400;10;50.7
14745.600;10;47.5
14796.800;10;47.3
14848.000;10;45.8
14899.200;10;45.7
14950.400;10;47.1
15001.600;10;46.9
15052.800;10;45.2
15104.000;10;46.4
15155.200;10;47.5
15206.400;10;46.8
15257.600;10;47.1
15308.800;10;45.7
15360.000;10;45.7
15411.200;10;45.7
15462.400;10;45.7
15513.600;10;45.0
15564.800;10;44.4
15616.000;10;41.7
15667.200;10;43.3
15718.400;10;42.4
15769.600;10;41.4
15820.800;10;42.2
15872.000;10;41.9
15923.200;10;43.0
15974.400;10;44.5
16025.600;10;45.9
16076.800;10;46.4
16128.000;10;47.2
16179.200;10;47.6
16230.400;11;44.9
16281.600;10;45.3
16332.800;10;44.8
16384.000;10;46.0
16435.200;10;47.4
16486.400;10;45.3
16537.600;10;45.2
16588.800;10;46.0
16640.000;10;45.5
16691.200;10;46.7
16742.400;10;45.2
16793.600;10;46.8
16844.800;10;48.3
16896.000;10;48.5
16947.200;11;47.1
16998.400;10;45.2
17049.600;10;44.4
17100.800;10;45.5
17152.000;10;46.7
17203.200;10;46.6
17254.400;10;47.4
17305.600;10;46.3
17356.800;10;45.5
17408.000;10;43.8
17459.200;10;44.3
17510.400;10;45.3
17561.600;9;45.9
17612.800;10;45.8
17664.000;10;44.6
17715.200;10;44.3
17766.400;10;44.7
17817.600;10;46.5
17868.800;10;46.6
17920.000;10;46.4
17971.200;10;48.3
18022.400;10;50.0
18073.600;10;51.4
18124.800;10;52.1
18176.000;10;50.2
18227.200;10;53.1
18278.400;10;54.9
18329.600;10;57.1
18380.800;10;57.2
18432.000;10;56.2
18483.200;11;53.7
18534.400;10;52.2
18585.600;10;51.8
18636.800;10;50.3
18688.000;10;49.3
18739.200;10;51.4
18790.400;10;51.7
18841.600;10;53.0
18892.800;10;55.3
18944.000;10;57.6
18995.200;10;56.2
19046.400;10;54.6
19097.600;10;54.4
19148.800;10;53.8
19200.000;10;52.4
19251.200;10;51.0
19302.400;10;51.7
19353.600;10;53.0
19404.800;10;54.1
19456.000;10;54.0
19507.200;10;51.6
19558.400;10;52.1
19609.600;10;52.0
19660.800;10;52.0
19712.000;10;52.3
19763.200;10;50.1
19814.400;10;49.9
19865.600;10;50.3
19916.800;10;49.5
19968.000;10;50.1
20019.200;10;46.7
20070.400;10;46.0
20121.600;10;46.6
20172.800;10;47.1
20224.000;10;46.9
20275.200;10;46.5
20326.400;10;45.6
20377.600;10;46.6
20428.800;10;47.0
20480.000;10;46.4
20531.200;10;46.6
20582.400;10;46.8
20633.600;10;47.2
20684.800;10;46.4
20736.000;10;46.0
20787.200;10;46.0
20838.400;10;47.7
20889.600;10;45.1
20940.800;9;48.2
20992.000;10;48.1
21043.200;10;47.1
21094.400;10;47.6
21145.600;10;46.6
21196.800;10;46.1
21248.000;10;46.7
21299.200;10;46.4
21350.400;10;46.4
21401.600;10;46.5
21452.800;10;44.2
21504.000;10;45.1
21555.200;10;44.6
21606.400;10;44.3
21657.600;10;44.2
21708.800;10;42.7
21760.000;10;42.4
21811.200;10;43.4
21862.400;10;45.2
21913.600;10;45.8
21964.800;10;48.8
22016.000;10;50.2
22067.200;10;48.0
22118.400;10;49.3
22169.600;10;48.1
22220.800;10;48.3
22272.000;10;47.1
22323.200;10;46.8
22374.400;10;47.1
22425.600;10;47.2
22476.800;10;47.9
22528.000;10;47.4
22579.200;10;45.7
22630.400;10;45.6
22681.600;10;45.9
22732.800;10;46.2
22784.000;10;48.6
22835.200;10;49.7
22886.400;10;49.8
22937.600;10;49.3
22988.800;10;48.4
23040.000;10;49.3
23091.200;10;49.9
23142.400;10;48.2
23193.600;10;48.3
23244.800;10;48.6
23296.000;10;48.1
23347.200;10;46.6
23398.400;10;46.5
23449.600;10;46.2
23500.800;10;46.2
23552.000;10;47.6
23603.200;9;48.2
23654.400;10;48.3
23705.600;10;47.4
23756.800;10;46.4
23808.000;10;45.4
23859.200;10;47.8
23910.400;9;49.8
23961.600;10;51.3
24012.800;10;50.3
24064.000;10;52.8
24115.200;10;52.9
24166.400;10;54.8
24217.600;10;55.5
24268.800;10;54.3
24320.000;10;54.5
24371.200;10;54.4
24422.400;10;53.3
24473.600;10;55.0
24524.800;10;53.8
24576.000;10;53.6
24627.200;10;54.1
24678.400;10;52.5
24729.600;10;53.3
24780.800;10;54.1
24832.000;10;53.8
24883.200;10;55.3
24934.400;10;54.5
24985.600;10;55.5
25036.800;10;57.8
25088.000;10;56.2
25139.200;10;55.9
25190.400;10;56.4
25241.600;10;55.5
25292.800;10;56.9
25344.000;10;54.1
25395.200;10;55.2
25446.400;10;54.2
25497.600;10;54.1
25548.800;10;53.1
