Date:;2020-07-09 22:21:51
Firmware Version:;0x0120;0x6150;0x0000;0x0000
EPOS Studio Version:;3.6.1.0
Index:;0x30D3;0x30D2;0x0000;0x0000
Subindex:;0x01;0x01;0x00;0x00
Max. samples:;500
Recorded samples:;500
Sampling period:;64.000
Scale:;0;True;0.500;19.500;-21.500;-17.500
Scale:;1;True;10.000;51.700;-91.700;-11.700
Trigger:;1;0.000000;"Parameter values";"Channel 1";"Rising above value"
TriggerAttributes:;1;4;0x30D3;0x01;0.000000
;Velocity actual value averaged;Torque actual value averaged
ms;rpm;%
0.000;-20;-50.9
64.000;-19;-52.9
128.000;-19;-59.3
192.000;-20;-56.9
256.000;-21;-54.5
320.000;-21;-47.8
384.000;-21;-43.7
448.000;-20;-44.5
512.000;-20;-40.1
576.000;-19;-41.7
640.000;-20;-41.2
704.000;-20;-39.7
768.000;-20;-40.1
832.000;-20;-36.0
896.000;-20;-36.2
960.000;-20;-35.9
1024.000;-20;-34.4
1088.000;-20;-33.8
1152.000;-19;-33.4
1216.000;-20;-33.8
1280.000;-20;-35.2
1344.000;-20;-37.0
1408.000;-20;-36.9
1472.000;-20;-37.2
1536.000;-20;-40.7
1600.000;-20;-37.4
1664.000;-20;-38.5
1728.000;-20;-36.5
1792.000;-20;-37.9
1856.000;-20;-37.9
1920.000;-20;-39.7
1984.000;-20;-38.9
2048.000;-20;-42.1
2112.000;-19;-49.0
2176.000;-20;-48.6
2240.000;-20;-51.0
2304.000;-19;-55.4
2368.000;-19;-62.4
2432.000;-20;-65.5
2496.000;-21;-61.0
2560.000;-21;-61.7
2624.000;-20;-60.8
2688.000;-21;-56.0
2752.000;-21;-54.3
2816.000;-21;-49.0
2880.000;-20;-44.6
2944.000;-19;-47.9
3008.000;-20;-48.5
3072.000;-20;-48.1
3136.000;-20;-46.0
3200.000;-20;-44.8
3264.000;-19;-49.2
3328.000;-20;-43.4
3392.000;-20;-43.1
3456.000;-20;-41.1
3520.000;-20;-42.5
3584.000;-21;-39.6
3648.000;-20;-38.2
3712.000;-20;-40.6
3776.000;-20;-38.0
3840.000;-19;-40.7
3904.000;-20;-39.0
3968.000;-20;-37.9
4032.000;-20;-36.8
4096.000;-20;-38.3
4160.000;-20;-37.9
4224.000;-20;-36.5
4288.000;-20;-36.1
4352.000;-20;-36.7
4416.000;-20;-37.5
4480.000;-20;-35.7
4544.000;-19;-39.8
4608.000;-20;-35.4
4672.000;-20;-36.8
4736.000;-20;-34.8
4800.000;-19;-38.2
4864.000;-20;-38.8
4928.000;-20;-37.0
4992.000;-20;-40.5
5056.000;-19;-46.6
5120.000;-20;-51.1
5184.000;-20;-55.8
5248.000;-21;-50.8
5312.000;-20;-57.3
5376.000;-20;-57.9
5440.000;-20;-59.4
5504.000;-20;-57.5
5568.000;-20;-62.5
5632.000;-20;-59.3
5696.000;-21;-59.3
5760.000;-20;-57.0
5824.000;-20;-58.8
5888.000;-20;-54.5
5952.000;-20;-55.6
6016.000;-20;-53.7
6080.000;-21;-50.7
6144.000;-20;-50.2
6208.000;-20;-49.2
6272.000;-20;-48.1
6336.000;-20;-47.9
6400.000;-20;-42.8
6464.000;-20;-43.3
6528.000;-20;-40.8
6592.000;-20;-42.8
6656.000;-20;-41.0
6720.000;-20;-40.2
6784.000;-20;-39.3
6848.000;-20;-39.2
6912.000;-20;-39.1
6976.000;-20;-37.0
