Date:;2020-07-09 22:15:53
Firmware Version:;0x0120;0x6150;0x0000;0x0000
EPOS Studio Version:;3.6.1.0
Index:;0x30D3;0x30D2;0x0000;0x0000
Subindex:;0x01;0x01;0x00;0x00
Max. samples:;500
Recorded samples:;500
Sampling period:;25.600
Scale:;0;True;1.000;-70.000;66.000;74.000
Scale:;1;True;10.000;-58.300;18.300;98.300
Trigger:;1;0.000000;"Parameter values";"Channel 1";"Rising above value"
TriggerAttributes:;1;4;0x30D3;0x01;0.000000
;Velocity actual value averaged;Torque actual value averaged
ms;rpm;%
0.000;69;47.5
25.600;70;44.9
51.200;70;44.6
76.800;70;44.3
102.400;70;42.3
128.000;69;45.8
153.600;70;41.9
179.200;70;44.4
204.800;70;43.4
230.400;69;49.0
256.000;67;56.9
281.600;69;55.8
307.200;70;55.9
332.800;70;56.5
358.400;70;55.5
384.000;71;54.8
409.600;71;51.2
435.200;70;52.4
460.800;70;53.9
486.400;70;53.2
512.000;71;51.0
537.600;71;49.2
563.200;71;47.9
588.800;70;51.3
614.400;70;49.6
640.000;71;47.3
665.600;71;45.7
691.200;71;42.0
716.800;70;45.1
742.400;69;46.3
768.000;71;42.5
793.600;70;43.8
819.200;69;47.1
844.800;69;48.5
870.400;70;48.6
896.000;70;47.1
921.600;70;49.3
947.200;71;43.8
972.800;70;48.4
998.400;70;45.3
1024.000;71;40.8
1049.600;70;42.9
1075.200;70;46.5
1100.800;69;50.9
1126.400;67;59.1
1152.000;70;54.3
1177.600;70;53.1
1203.200;70;56.2
1228.800;71;53.3
1254.400;71;49.2
1280.000;71;48.6
1305.600;70;49.6
1331.200;70;50.1
1356.800;69;57.4
1382.400;70;50.6
1408.000;71;48.5
1433.600;71;46.6
1459.200;70;52.1
1484.800;69;53.2
1510.400;70;54.1
1536.000;70;51.5
1561.600;71;47.3
1587.200;71;44.3
1612.800;70;46.1
1638.400;70;49.1
1664.000;69;50.8
1689.600;70;49.7
1715.200;70;48.3
1740.800;71;46.2
1766.400;70;47.8
1792.000;70;45.6
1817.600;71;42.4
1843.200;71;43.6
1868.800;70;41.0
1894.400;71;39.2
1920.000;69;44.4
1945.600;68;49.7
1971.200;69;51.3
1996.800;70;50.4
2022.400;69;53.7
2048.000;69;54.9
2073.600;70;53.8
2099.200;71;51.1
2124.800;71;48.5
2150.400;70;52.1
2176.000;70;53.7
2201.600;70;50.5
2227.200;70;52.6
2252.800;71;50.1
2278.400;70;54.0
2304.000;70;52.6
2329.600;71;50.1
2355.200;70;53.3
2380.800;70;50.8
2406.400;71;46.3
2432.000;71;46.2
2457.600;70;48.4
2483.200;71;45.6
2508.800;70;45.6
2534.400;69;49.8
2560.000;70;49.9
2585.600;70;46.6
2611.200;71;44.6
2636.800;71;44.7
2662.400;70;44.5
2688.000;70;45.2
2713.600;69;47.7
2739.200;70;48.8
2764.800;71;44.3
2790.400;70;45.4
2816.000;69;52.1
2841.600;67;60.0
2867.200;69;60.8
2892.800;70;58.2
2918.400;69;65.1
2944.000;70;61.0
2969.600;71;60.6
2995.200;71;58.8
3020.800;70;58.8
3046.400;70;59.2
3072.000;71;54.1
3097.600;71;53.5
3123.200;71;51.2
3148.800;71;49.7
3174.400;70;52.7
3200.000;70;52.5
3225.600;71;49.3
3251.200;69;51.6
3276.800;70;46.7
3302.400;71;45.4
3328.000;71;43.8
3353.600;70;46.0
3379.200;69;47.4
3404.800;70;47.1
